Code,ArabicDescription,EnglishDescription,UOM,Price,Section
207000005,تأريض معدة هوائية بلوحة او ذراع مركبة على عمود/عمودين تربة صخرية,"Grounding of pole-mounted equipment with (control or LV panel )  installed on single pole or H-frame or operating arm by the use of four (4 ) grounding rods, including making and installation the grounding mesh under the equipment, and connect it to grounding wires and rods as per company specifications , including all required laying and connections with equipment body and other accessories ( lightning arresters, MV fuse cutout and  metallic structure and LV / control panel...etc ), with pole grounding stud, at rocky soil ( that required the use of rocky excavtion equipment ( ie. Digger ))",EA,568.0,الأعمال المدنية
207000006,تأريض معدة هوائية مركبة على عمود او عمودين / كابل صاعد تربة عادية / رملية,"Grounding of pole-mounted equipment installed on single pole or H-frame / cable riser using four (4 ) grounding rods, including laying of conductors, connections to equipment body and other accessories ( lightning arresters, MV fuse cutout, metallic structure...etc ), with pole grounding stud, at normal / sandy soil.",EA,394.0,الأعمال المدنية
207000007,تأريض معدة هوائية مركبةعلى عمود او عمودين / كابل صاعد تربة صخرية,"Grounding of pole-mounted equipment installed on single pole or H-frame / cable riser using four (4 ) grounding rods, including laying of conductors, connections to equipment body and other accessories ( lightning arresters, MV fuse cutout, metallic structure...etc ), with pole grounding stud, in rocky ( that required the use of rocky excavtion equipment ( ie. Digger ))",EA,495.0,الأعمال المدنية
207000008,عمل شبكة من سلك التأريض في تربة عادية,Installation of grounding mesh burried under equipment and connecting it to grounding wires and rods for existing pole-mounted equipment in normal / sandy soil as per company specifications and requirements,EA,229.0,الأعمال المدنية
207000009,عمل شبكة من سلك التأريض في تربة صخرية,Installation of grounding mesh burried under equipment and connecting it to grounding wires and rods for existing pole-mounted equipment in in rocky soil ( that required the use of rocky excavation equipment ( ie. Digger )) as per company specifications and requirements.,EA,288.0,الأعمال المدنية
301010101,حفرمساركابل ج منخفض والردم بنفس نواتج الحفر لعدد من (1) الى (3) كابل تربة عادية/رملية غ مسفلته,"Excavation a trench for one (1) to three (3) LV cables ,and backfilling and compaction with the same excavated materials at normal / sandy soil at UNFINISHED / ROUGH AREAS (no requirements from Municipality / MOT)",M,65.0,الأعمال المدنية
301010102,حفرمساركابل ج منخفض والردم بنفس نواتج الحفر لعدد (4) كابل تربة عادية/رملية غ مسفلته,"Excavation a trench for four (4) LV cables ,and backfilling and compaction with the same excavated materials at normal / sandy soil at UNFINISHED / ROUGH AREAS (no requirements from Municipality / MOT)",M,83.0,الأعمال المدنية
301010103,حفرمساركابل ج منخفض والردم بنفس نواتج الحفر لعدد من (1) الى (3 ) كابل تربة عادية/ رملية مسفلته,"Excavation a trench for one (1) to three (3) LV cables ,and backfilling and compaction with the same excavated materials at asphalted normal / sandy soil at FINISHED AREAS (no requirements from Municipality / MOT)",M,73.0,الأعمال المدنية
301010104,حفرمساركابل ج منخفض والردم بنفس نواتج الحفر لعدد (4) كابل تربة عادية/رملية مسفلته,"Excavation a trench for four (4) LV cables ,and backfilling and compaction with the same excavated materials at asphalted normal / sandy soil at FINISHED AREAS (no requirements from Municipality / MOT)",M,93.0,الأعمال المدنية
301010105,حفرمساركابل ج منخفض والردم باستخدام مواد دفان جديدة لعدد من (1) الى (3 ) كابل تربة عادية/ رملية غ مسفلته حسب اشتراطات الأمانة,"Excavation a trench for one (1) to three (3) LV cables ,and backfilling and compaction with new backfilling materials (as per Municipality requirements) at normal / sandy soil at UNFINISHED / ROUGH AREAS",M,78.0,الأعمال المدنية
301010106,حفرمساركابل ج منخفض والردم باستخدام مواد دفان جديدة لعدد (4) كابل تربة عادية/ رملية غ مسفلته حسب اشتراطات الأمانة,"Excavation a trench for four (4) LV cables ,and backfilling and compaction with new backfilling materials (as per Municipality requirements) at normal / sandy soil at UNFINISHED / ROUGH AREAS",M,99.0,الأعمال المدنية
301010107,حفرمساركابل ج منخفض والردم باستخدام مواد دفان جديدة لعدد من (1) الى (3 ) كابل تربة عادية/ رملية مسفلته حسب اشتراطات الأمانة,"Excavation a trench for one (1) to three (3) LV cables ,and backfilling and compaction with new backfilling materials at asphalted normal / sandy soil at FINISHED AREAS (as per Municipality requirements)",M,103.0,الأعمال المدنية
301010108,حفرمساركابل ج منخفض والردم باستخدام مواد دفان جديدة لعدد (4) كابل تربة عادية/رملية مسفلته حسب اشتراطات الأمانة,"Excavation a trench for four (4) LV cables ,and backfilling and compaction with new backfilling materials at asphalted normal / sandy soil at FINISHED AREAS (as per Municipality requirements)",M,125.0,الأعمال المدنية
301010109,حفرمساركابل ج منخفض والردم باستخدام مواد دفان جديدة لعدد من (1) الى (3 ) كابل تربة عادية/ رملية غ مسفلته حسب مواصفات وزارة الطرق و النقل,"Excavation a trench for one (1) to three (3) LV cables ,and backfilling and compaction with new backfilling materials (as per MOT requirements) at normal / sandy soil at UNFINISHED / ROUGH AREAS",M,90.0,الأعمال المدنية
301010110,حفرمساركابل ج منخفض والردم باستخدام مواد دفان جديدة لعدد (4) كابل تربة عادية/ رملية غ مسفلته حسب مواصفات وزارة الطرق و النقل,"Excavation a trench for four (4) LV cables ,and backfilling and compaction with new backfilling materials (as per MOT requirements) at normal / sandy soil at UNFINISHED / ROUGH AREAS",M,113.0,الأعمال المدنية
301010111,حفرمساركابل ج منخفض والردم باستخدام مواد دفان جديدة لعدد من (1) الى (3) كابل تربة عادية/ رملية مسفلته حسب مواصفات وزارة الطرق و النقل,"Excavation a trench for one (1) to three (3) LV cables ,and backfilling and compaction with new backfilling materials at asphalted normal / sandy soil at FINISHED AREAS (as per MOT requirements)",M,111.0,الأعمال المدنية
301010112,حفرمساركابل ج منخفض والردم باستخدام مواد دفان جديدة لعدد (4) كابل تربة عادية/رملية مسفلته حسب مواصفات وزارة الطرق و النقل,"Excavation a trench for four (4) LV cables ,and backfilling and compaction with new backfilling materials at asphalted normal / sandy soil at FINISHED AREAS (as per MOT requirements)",M,135.0,الأعمال المدنية
301010201,حفرمساركابل ج متوسط والردم بنفس نواتج الحفر لعدد (1) كابل تربة عادية/ رملية غ مسفلته,"Excavation a trench for one (1) MV cable ,and backfilling and compaction with the same excavated materials at normal / sandy soil at UNFINISHED / ROUGH AREAS (no requirements from Municipality / MOT)",M,66.0,الأعمال المدنية
301010202,حفرمساركابل ج متوسط والردم بنفس نواتج الحفر لعدد (2) كابل تربة عادية/رملية غ مسفلته,"Excavation a trench for two (2) MV cables ,and backfilling and compaction with the same excavated materials at normal / sandy soil at UNFINISHED / ROUGH AREAS (no requirements from Municipality / MOT)",M,85.0,الأعمال المدنية
301010203,حفرمساركابل ج متوسط والردم بنفس نواتج الحفر لعدد (3) كابل تربة عادية/رملية غ مسفلته,"Excavation a trench for three (3) MV cables ,and backfilling and compaction with the same excavated materials at normal / sandy soil at UNFINISHED / ROUGH AREAS (no requirements from Municipality / MOT)",M,108.0,الأعمال المدنية
301010204,حفرمساركابل ج متوسط والردم بنفس نواتج الحفر لعدد (4) كابل تربة عادية/رملية غ مسفلته,"Excavation a trench for four (4) MV cables ,and backfilling and compaction with the same excavated materials at normal / sandy soil at UNFINISHED / ROUGH AREAS (no requirements from Municipality / MOT)",M,134.0,الأعمال المدنية
301010205,حفرمساركابل ج متوسط والردم بنفس نواتج الحفر لعدد (1) كابل تربة عادية/رملية مسفلته,"Excavation a trench for one (1) MV cable ,and backfilling and compaction with the same excavated materials at asphalted normal / sandy soil at FINISHED AREAS (no requirements from Municipality / MOT)",M,75.0,الأعمال المدنية
301010206,حفرمساركابل ج متوسط والردم بنفس نواتج الحفر لعدد (2) كابل تربة عادية/رملية مسفلته,"Excavation a trench for two (2) MV cables ,and backfilling and compaction with the same excavated materials at asphalted normal / sandy soil at FINISHED AREAS (no requirements from Municipality / MOT)",M,99.0,الأعمال المدنية
301010207,حفرمساركابل ج متوسط والردم بنفس نواتج الحفر لعدد (3) كابل تربة عادية/ رملية مسفلته,"Excavation a trench for three (3) MV cables ,and backfilling and compaction with the same excavated materials at asphalted normal / sandy soil at FINISHED AREAS (no requirements from Municipality / MOT)",M,122.0,الأعمال المدنية
301010208,حفرمساركابل ج متوسط والردم بنفس نواتج الحفر لعدد (4) كابل تربة عادية/رملية مسفلته,"Excavation a trench for four (4) MV cables ,and backfilling and compaction with the same excavated materials at asphalted normal / sandy soil at FINISHED AREAS (no requirements from Municipality / MOT)",M,148.0,الأعمال المدنية
301010209,حفرمساركابل ج متوسط والردم باستخدام مواد دفان جديدة لعدد (1) كابل تربة عادية/ رملية غ مسفلته حسب اشتراطات الأمانة,"Excavation a trench for one (1) MV cable ,and backfilling and compaction with new backfilling materials (as per Municipality requirements) at normal / sandy soil at UNFINISHED / ROUGH AREAS",M,83.0,الأعمال المدنية
301010210,حفرمساركابل ج متوسط والردم باستخدام مواد دفان جديدة لعدد (2) كابل تربة عادية/رملية غ مسفلته حسب اشتراطات الأمانة,"Excavation a trench for two (2) MV cables ,and backfilling and compaction with new backfilling materials (as per Municipality requirements) at normal / sandy soil at UNFINISHED / ROUGH AREAS",M,102.0,الأعمال المدنية
301010211,حفرمساركابل ج متوسط والردم باستخدام مواد دفان جديدة لعدد (3) كابل تربة عادية/رملية غ مسفلته حسب اشتراطات الأمانة,"Excavation a trench for three (3) MV cables ,and backfilling and compaction with new backfilling materials (as per Municipality requirements) at normal / sandy soil at UNFINISHED / ROUGH AREAS",M,136.0,الأعمال المدنية
301010212,حفرمساركابل ج متوسط والردم باستخدام مواد دفان جديدة لعدد (4) كابل تربة عادية/رملية غ مسفلته حسب اشتراطات الأمانة,"Excavation a trench for four (4) MV cables ,and backfilling and compaction with new backfilling materials (as per Municipality requirements) at normal / sandy soil at UNFINISHED / ROUGH AREAS",M,171.0,الأعمال المدنية
301010213,حفرمساركابل ج متوسط والردم باستخدام مواد دفان جديدة لعدد (1) كابل تربة عادية/رملية مسفلته حسب اشتراطات الأمانة,"Excavation a trench for one (1) MV cable ,and backfilling and compaction with new backfilling materials at asphalted normal / sandy soil at FINISHED AREAS (as per Municipality requirements)",M,99.0,الأعمال المدنية
301010214,حفرمساركابل ج متوسط والردم باستخدام مواد دفان جديدة لعدد (2) كابل تربة عادية/رملية مسفلته حسب اشتراطات الأمانة,"Excavation a trench for two (2) MV cables ,and backfilling and compaction with new backfilling materials at asphalted normal / sandy soil at FINISHED AREAS (as per Municipality requirements)",M,123.0,الأعمال المدنية
301010215,حفرمساركابل ج متوسط والردم باستخدام مواد دفان جديدة لعدد (3) كابل تربة عادية/رملية مسفلته حسب اشتراطات الأمانة,"Excavation a trench for three (3) MV cables ,and backfilling and compaction with new backfilling materials at asphalted normal / sandy soil at FINISHED AREAS (as per Municipality requirements)",M,158.0,الأعمال المدنية
301010216,حفرمساركابل ج متوسط والردم باستخدام مواد دفان جديدة لعدد (4) كابل تربة عادية/رملية مسفلته حسب اشتراطات الأمانة,"Excavation a trench for four (4) MV cables ,and backfilling and compaction with new backfilling materials at asphalted normal / sandy soil at FINISHED AREAS (as per Municipality requirements)",M,191.0,الأعمال المدنية
301010217,حفرمساركابل ج متوسط والردم باستخدام مواد دفان جديدة لعدد (1) كابل تربة عادية/ رملية غ مسفلته حسب مواصفات وزارة الطرق و النقل,"Excavation a trench for one (1) MV cable ,and backfilling and compaction with new backfilling materials (as per MOT requirements) at normal / sandy soil at UNFINISHED / ROUGH AREAS",M,93.0,الأعمال المدنية
301010218,حفرمساركابل ج متوسط والردم باستخدام مواد دفان جديدة لعدد (2) كابل تربة عادية/رملية غ مسفلته حسب مواصفات وزارة الطرق و النقل,"Excavation a trench for two (2) MV cables ,and backfilling and compaction with new backfilling materials (as per MOT requirements) at normal \ sandy soil at UNFINISHED / ROUGH AREAS",M,115.0,الأعمال المدنية
301010219,حفرمساركابل ج متوسط والردم باستخدام مواد دفان جديدة لعدد (3) كابل تربة عادية/رملية غ مسفلته حسب مواصفات وزارة الطرق و النقل,"Excavation a trench for three (3) MV cables ,and backfilling and compaction with new backfilling materials (as per MOT requirements) at normal / sandy soil at UNFINISHED / ROUGH AREAS",M,149.0,الأعمال المدنية
301010220,حفرمساركابل ج متوسط والردم باستخدام مواد دفان جديدة لعدد (4) كابل تربة عادية/رملية غ مسفلته حسب مواصفات وزارة الطرق و النقل,"Excavation a trench for four (4) MV cables ,and backfilling and compaction with new backfilling materials (as per MOT requirements) at normal / sandy soil at UNFINISHED / ROUGH AREAS",M,185.0,الأعمال المدنية
301010221,حفرمساركابل ج متوسط والردم باستخدام مواد دفان جديدة لعدد (1) كابل تربة عادية/رملية مسفلته حسب مواصفات وزارة الطرق و النقل,"Excavation a trench for one (1) MV cable ,and backfilling and compaction with new backfilling materials at asphalted normal / sandy soil at FINISHED AREAS (as per MOT requirements)",M,108.0,الأعمال المدنية
301010222,حفرمساركابل ج متوسط والردم باستخدام مواد دفان جديدة لعدد (2) كابل تربة عادية/رملية مسفلته حسب مواصفات وزارة الطرق و النقل,"Excavation a trench for two (2) MV cables ,and backfilling and compaction with new backfilling materials at asphalted normal / sandy soil at FINISHED AREAS (as per MOTrequirements)",M,136.0,الأعمال المدنية
301010223,حفرمساركابل ج متوسط والردم باستخدام مواد دفان جديدة لعدد (3) كابل تربة عادية/رملية مسفلته حسب مواصفات وزارة الطرق و النقل,"Excavation a trench for three (3) MV cables ,and backfilling and compaction with new backfilling materials at asphalted normal / sandy soil at FINISHED AREAS (as per MOT requirements)",M,175.0,الأعمال المدنية
301010224,حفرمساركابل ج متوسط والردم باستخدام مواد دفان جديدة لعدد (4) كابل تربة عادية/رملية مسفلته حسب مواصفات وزارة الطرق و النقل,"Excavation a trench for four (4) MV cables ,and backfilling and compaction with new backfilling materials at asphalted normal / sandy soil at FINISHED AREAS (as per MOT requirements)",M,211.0,الأعمال المدنية
301010301,الحفر و اعادة الردم و الدك بنفس نواتج الحفر بالمتر المكعب في التربة العادية/الرملية الغير مسفلتة,"Excavation, backfilling and compaction quantities in cubic meter ( M3) with the same excavated materials at normal / sandy soil UNFINISHED / ROUGH AREAS when it is required to lay more than four (4) LV/ MV cables or when it is required to increase the width or depth other than company specifications and standards or for splice bits or non-standard excavation or for surface excavation of temporary cable laying at UNFINISHED / ROUGH AREAS (no requirements from Municipality / MOT) or the extra excavations resulting from laying communication pipes with LV/ MV cables or open trench excavations for communication cables only when required",M3,164.0,الأعمال المدنية
301010302,الحفر و اعادة الردم و الدك بنفس نواتج الحفر بالمتر المكعب في التربة العادية/الرملية المسفلتة,"Excavation, backfilling and compaction quantities in cubic meter ( M3) with the same excavated materials at asphalted normal / sandy soil when it is required to lay more than four (4) LV / MV cables or when it is required to increase the width or depth other than company specifications and standards or for splice bits or non-standard excavation or for surface excavation of temporary cable laying at FINISHED AREAS (no requirements from Municipality / MOT) or the extra excavations resulting from laying communication pipes with LV/ MV cables or open trench excavations for communication cables only when required",M3,181.0,الأعمال المدنية
301010303,الحفر و اعادة الردم و الدك بمواد دفان جديدة حسب اشتراطات الأمانة بالمتر المكعب في التربة العادية/الرملية الغير مسفلتة,"Excavation, backfilling and compaction quantities in cubic meter ( M3) with new backfilling materials at normal / sandy soil when it is required to lay more than four (4) LV / MV cables or when it is required to increase the width or depth other than company specifications and standards or for splice bits or non-standard excavation or for surface excavation of temporary cable laying at UNFINISHED / ROUGH AREAS (as per Municipality requirements) or the extra excavations resulting from laying communication pipes with LV/ MV cables or open trench excavations for communication cables only when required",M3,185.0,الأعمال المدنية
301010304,الحفر و اعادة الردم و الدك بمواد دفان جديدة حسب اشتراطات الأمانة بالمتر المكعب في التربة العادية/الرملية المسفلتة,"Excavation, backfilling and compaction quantities in cubic meter ( M3) with new backfilling materials at normal / sandy soil when it is required to lay more than four (4) LV / MV cables or when it is required to increase the width or depth other than company specifications and standards or for splice bits or non-standard excavation or for surface excavation of temporary cable laying at FINISHED AREAS (as per Municipality requirements) or the extra excavations resulting from laying communication pipes with LV/ MV cables or open trench excavations for communication cables only when required",M3,227.0,الأعمال المدنية
301010305,الحفر و اعادة الردم و الدك بمواد دفان جديدة حسب مواصفات وزارة الطرق والنقل بالمتر المكعب في التربة العادية/الرملية الغير مسفلتة,"Excavation, backfilling and compaction quantities in cubic meter ( M3) with new backfilling materials at normal / sandy soil when it is required to lay more than four (4) LV / MV cables or when it is required to increase the width or depth other than company specifications and standards or for splice bits or  non-standard excavation or for surface excavation of temporary cable laying at UNFINISHED / ROUGH AREAS (as per MOT) or the extra excavations resulting from laying communication pipes with LV/ MV cables or open trench excavations for communication cables only when required",M3,197.0,الأعمال المدنية
301010306,الحفر و اعادة الردم و الدك بمواد دفان جديدة حسب مواصفات وزارة الطرق والنقل بالمتر المكعب في التربة العادية/الرملية المسفلتة,"Excavation, backfilling and compaction quantities in cubic meter ( M3) with new backfilling materials at normal / sandy soil when it is required to lay more than four (4) LV/ MV cables or when it is required to increase the width or depth other than company specifications and standards or for splice bits or non-standard excavation or for surface excavation of temporary cable laying at FINISHED AREAS (as per MOT) or the extra excavations resulting from laying communication pipes with LV/ MV cables or open trench excavations for communication cables only when required",M3,235.0,الأعمال المدنية
301020001,حفردقيق مسار كابل ج.منخفض واتصالات بعرض<=20سم عمق<=65سم,"Excavation mini-cable trench for LV cables or communication cabel only, using special equipment for cable route up to and including 20 cm width and up to and including 65 cm depth, and backfilling with company and MUNICIPALITY / MOT approved materials ( i.e. concrete layer , etc.) in any soil type",M,138.0,الأعمال المدنية
301020002,حفردقيق مسار كابل ج.متوسط بعرض<=20سم عمق > 65 سم<=80سم,"Excavation mini-cable trench for MV cables , using special equipment for cable route up to and including 20 cm width and  above 65 cm up to and including 80 cm depth, and backfilling  with company and MUNICIPALITY / MOT approved materials ( i.e. concrete layer , etc.) in any soil type",M,154.0,الأعمال المدنية
301030001,الحفر اليدوي لمسار الكابلات باستخدام معدات يدوية,Manual excavation of cable trench using manual equipment in sensitive sites and any other sites specified by company in any soil type,M3,208.0,الأعمال المدنية
301030002,توريد مواد دفان لرفع مستوى / منسوب مسار الكابلات وقواعد المحطات الجديدة,Supplying backfilling materials ( clean sand or normal soil ) for levelling of new cable routes  or equipment foundations in case of non standard level  low level ) or supplying special backfilling materials in case of special MUNICIPALITY and company requirements ( including backfilling and compaction works ),M3,38.0,أعمال الكابلات
301030003,توريد مواد دفان خاصة معتمدة لطبقة ما تحت الأساس عند وجود متطلبات خاصة من الأمانة,"Supplying of special backfilling material ( These are backfilling materials with special mixtures, other than gravel and clay used in regular backfilling materials. ) for sub-base course layer (under asphalt layer) in case of special  MUNICIPALITY  and company requirements including backfilling and compaction works",M3,70.0,عام
301030004,توريد واستخدام عامل تفتيت الصخور فائقة الصمت لحفرية مسار الكابلات,Supplying and using of high range soundless cracking agent for cables routes when excavating in marble solid rock areas or similar ( excluding excavation works,M2,1455.0,الأعمال المدنية
301030005,تدعيم كامل جوانب الحفريات العميقة,"Shoring of wall(s) for deep trenches if required, using contractor’s shoring gear, including removal after job completion. Rate to be conidered and calculated only for running meter of trenches shored up",M,33.0,الأعمال المدنية
301030006,توريد ومد شبك (تنسر) أسفل طبقة خلطة الأسفلت,"Supplying and laying of mesh (Tenser) on trench final layer, under asphalt mixture layer according to standards and specifications of Municipality and MOT ...etc. when requested",M2,29.0,عام
301030007,توريد ومد بلاط حماية الكابلات ج.متوسط لحفريات الربط بين المحطات الرئيسية ج. 33 ك.ف,Supplying and laying of cable tiles as per company standards for medium voltage cables for excavation linkage between Main S/S or between National Grid and Main S/S 33/34.5 KV and the quantity to be calculated for each cable,M,25.0,الأعمال المدنية
301030008,توريد وفرش المادة المالئة,Supplying and laying of Control Low Strength Material ( CLSM ) according to MUNICIPALITY/BALADIYAH requirements,M3,296.0,عام
302010001,توريد وتمديد مواسير بلاستيك (بي في سي) (4 بوصة),"Supplying and installation of PVC pipe, 100-150 MM, I.D ( 4 inch ), Class (4) for canal / road crossing for LV cables",M,49.0,عام
302010002,توريد وتمديد مواسير بلاستيك (بي في سي) (6 بوصة),"Supplying and installation of PVC pipe , 150-200 MM, I.D ( 6 inch ), Class (4) for canal / road crossing for MV cable",M,63.0,عام
302010003,تمديد مواسير في القنوات وتقاطعات الشوارع,Laying of pipes for canal / road crossing,M,14.0,عام
302020001,توريد وتمديد عدد (1) ماسورة بولي إثيلين بواسطة طريقة الثقب الأفقي,"Supplying and laying of one (1) pipe high-density polyethylene (HDPE) underneath existing highways, expressways, roads, pipelines and railroads by using Horizontal Directional Drilling method including all associated works in any type of soil ( 200MM OD HDPE pipe, 18.2MM thickness) as per company requirements",M,1801.0,الأعمال المدنية
302020002,توريد وتمديد عدد (2) ماسورة بولي إثيلين بواسطة طريقة الثقب الأفقي,"Supplying and laying of two (2) pipes high-density polyethylene (HDPE) ( Grouped or segmented in the same location ( within 10 meters ) according to the site conditions and requirements ) underneath existing highways, expressways, roads, pipelines and railroads by using Horizontal Directional Drilling method including all associated works in any type of soil ( 200MM OD HDPE pipe, 18.2MM thickness) as per company requirements",M,2457.0,الأعمال المدنية
302020003,توريد وتمديد عدد (4) ماسورة بولي إثيلين بواسطة طريقة الثقب الأفقي,"Supplying and laying of four (4) pipes high-density polyethylene (HDPE) ( Grouped or segmented in the same location ( within 10 meters ) according to the site conditions and requirements) underneath existing highways, expressways, roads, pipelines and railroads by using Horizontal Directional Drilling method including all associated works in any type of soil ( 200MM OD HDPE pipe, 18.2MM thickness) as per company requirements",M,3292.0,الأعمال المدنية
302020004,توريد وتمديد عدد (6) ماسورة بولي إثيلين بواسطة طريقة الثقب الأفقي,"Supplying and laying of six (6) pipes high-density polyethylene (HDPE) ( Grouped or segmented in the same location ( within 10 meters ) according to the site conditions and requirements) underneath existing highways, expressways, roads, pipelines and railroads by using Horizontal Directional Drilling method including all associated works in any type of soil ( 200MM OD HDPE pipe, 18.2MM thickness) as per company requirements",M,4227.0,الأعمال المدنية
302020005,توريد وتمديد عدد (8) ماسورة بولي إثيلين بواسطة طريقة الثقب الأفقي,"Supplying and laying of eight (8) pipes high-density polyethylene (HDPE) ( Grouped or segmented in the same location within 10 meters ) according to the site conditions and requirements) underneath existing highways, expressways, roads, pipelines and railroads by using Horizontal Directional Drilling method including all associated works in any type of soil ( 200MM OD HDPE pipe, 18.2MM thickness) as per company requirements",M,5098.0,الأعمال المدنية
302020006,توريد وتمديد عدد (10) ماسورة بولي إثيلين بواسطة طريقة الثقب الأفقي,"Supplying and laying of ten (10) pipes high-density polyethylene (HDPE) ( Grouped or segmented in the same location ( within 10 meters ) according to the site conditions and requirements) underneath existing highways, expressways, roads, pipelines and railroads by using Horizontal Directional Drilling method including all associated works in any type of soil ( 200MM OD HDPE pipe, 18.2MM thickness ) as per company requirements",M,5985.0,الأعمال المدنية
302020007,توريد وتمديد عدد (12) ماسورة بولي إثيلين بواسطة طريقة الثقب الأفقي,"Supplying and laying of twelve (12) pipes high-density polyethylene (HDPE) ( Grouped or segmented in the same location ( within 10 meters ) according to the site conditions and requirements) underneath existing highways, expressways, roads, pipelines and railroads by using Horizontal Directional Drilling method including all associated works in any type of soil (200MM OD HDPE pipe, 18.2MM thickness) as per company requirements",M,6920.0,الأعمال المدنية
302020008,توريد وتمديد عدد (14) ماسورة بولي إثيلين بواسطة طريقة الثقب الأفقي,"Supplying and laying of fourteen (14) pipes high-density polyethylene (HDPE) ( Grouped or segmented in the same location ( within 10 meters ) according to the site conditions and requirements) underneath existing highways, expressways, roads, pipelines and railroads by using Horizontal Directional Drilling method including all associated works in any type of soil ( 200MM OD HDPE pipe, 18.2MM thickness) as per company requirements",M,7814.0,الأعمال المدنية
302020009,توريد وتمديد عدد (16) ماسورة بولي إثيلين بواسطة طريقة الثقب الأفقي,"Supplying and laying of sixteen (16) pipes high-density polyethylene (HDPE) ( Grouped or segmented in the same location ( within 10 meters ) according to the site conditions and requirements) underneath existing highways, expressways, roads, pipelines and railroads by using Horizontal Directional Drilling method including all associated works in any type of soil ( 200MM OD HDPE pipe, 18.2MM thickness) as per company requirements",M,8709.0,الأعمال المدنية
302030001,توريد وتركيب/ إنشاءعبارة تحت الطرق او لعبور مجاري الاودية لعدد 1 مجاري كابلات,Supplying and installation or construction of R.C.C ( concrete ) duct banks underneath existing roads or to cross the valleys for MV cables – one ( 1 ) duct as per company requirements,M,506.0,أعمال الكابلات
302030002,توريد وتركيب/ إنشاءعبارات تحت الطرق او لعبور مجاري الاودية لعدد 2 مجاري كابلات,Supplying and installation or construction of R.C.C ( concrete ) duct banks underneath existing roads or to cross the valleys for MV cables – two ( 2 ) ducts as per company requirements,M,686.0,أعمال الكابلات
302030003,توريد تركيب/ إنشاءعبارات تحت الطرق او لعبور مجاري الاودية لعدد 4 مجاري كابلات,Supplying and installation or construction of R.C.C ( concrete ) duct banks underneath existing roads or to cross the valleys for MV cables – four (4 ) ducts as per company requirements.,M,982.0,أعمال الكابلات
302030004,توريدوتركيب/إنشاءعبارات تحت الطرق او لعبور مجاري الاودية لعدد 6 مجاري كابلات,Supplying and installation or construction of R.C.C ( concrete ) duct banks underneath existing roads or to cross the valleys for MV cables – six ( 6 ) ducts as per company requirements.,M,1267.0,أعمال الكابلات
302030005,توريدوتركيب/ إنشاءعبارات تحت الطرق او لعبور مجاري الاودية لعدد 8 مجاري كابلات,Supplying and installation or construction of R.C.C ( concrete ) duct banks underneath existing roads or to cross the valleys for MV cables – eight ( 8 ) ducts as per company requirements.,M,1499.0,أعمال الكابلات
302030006,توريدوتركيب/ إنشاءعبارات تحت الطرق او لعبور مجاري الاودية لعدد 10مجاري كابلات,Supplying and installation or construction of R.C.C ( concrete ) duct banks underneath existing roads or to cross the valleys for MV cables – ten ( 10 ) ducts as per company requirements.,M,1805.0,أعمال الكابلات
302030007,توريدوتركيب/ إنشاءعبارات تحت الطرق او لعبور مجاري الاودية لعدد 12 كابلات,Supplying and installation or construction of R.C.C ( concrete ) duct banks underneath existing roads or to cross the valleys for MV cables – twelve ( 12 ) ducts as per company requirements.,M,2077.0,أعمال الكابلات
302030008,توريدوتركيب/ إنشاءعبارات تحت الطرق او لعبور مجاري الاودية لعدد14 كابلات,Supplying and installation or construction of R.C.C ( concrete ) duct banks underneath existing roads or to cross the valleys for MV cables – fourteen ( 14 ) ducts as per company requirements.,M,2369.0,أعمال الكابلات
302030009,توريدوتركيب/ إنشاءعبارات تحت الطرق او لعبور مجاري الاودية لعدد 16مجاري كابلات,Supplying and installation or construction of R.C.C ( concrete ) duct banks underneath existing roads or to cross the valleys for MV cables – sixteen ( 16 ) ducts as per company requirements.,M,2694.0,أعمال الكابلات
303000001,شفط المياه وضخها إلى المواقع المعتمدة,Dewatering of accumulated water by direct pumping from specified locations to the nearest Municipality approved disposal locations as instructed.,M3,22.0,عام
303000002,شفط المياه ونقلها بصهاريج لمواقع معتمدة,Dewatering of accumulated water and transporting it using tankers and discharging it to Municipality approved disposal locations as instructed .,M3,33.0,عام
304010101,تمديد كابل رباعي ج.منخفض <=185,"LV cable laying with 4/cores, up to and including 185 sq. mm. Cu or Al.",M,9.0,أعمال الكابلات
304010102,تمديدكابل رباعي ج.منخفض>185,"LV cable laying with 4/cores, above 185 sq. mm.  Cu or Al.",M,11.0,أعمال الكابلات
304010103,تمديد كابل آحادي ج.منخفض<=185,"LV cable laying with single core, up to and including 185 sq. mm. Cu or Al.",M,7.0,أعمال الكابلات
304010104,تمديد كابل آحادي ج.منخفض >185,"LV cable laying with single core, above 185 sq. mm. Cu or Al.",M,8.0,أعمال الكابلات
304010201,تمديد كابل ثلاثي ج.متوسط <=185مم,"MV cable laying with 3/cores up to and including 185 sq. mm., Al or Cu.",M,11.0,أعمال الكابلات
304010202,تمديد كابل ثلاثي ج.متوسط >185,"MV cable laying with 3/cores, above 185 sq. mm. , Al or Cu.",M,13.0,أعمال الكابلات
304010203,تمديد كابل مفرد آحادي ج.متوسط <= 185,"MV cable laying with single core up to and including 185 sq. mm., Al or Cu.",M,8.0,أعمال الكابلات
