Code,ArabicDescription,EnglishDescription,UOM,Price,Section
307020102,توريد وتركيب أو إنشاء بالموقع قاعدة خرسانية لمفتاح قابل للتوسعة زيتي أو غازي ج.متوسط,"Supplying and installation or constructing at site of concrete foundation for MV, one leg Extensible SWGR  Oil or SF6 type",EA,720.0,عام
307020103,توريد وتركيب أو إنشاء بالموقع لقاعدة خرسانية لمحول<=1000,Supplying and installation or constructing at site of concrete foundation for transformer up to and including 1000 Kva,EA,2555.0,أعمال المعدات
307020104,توريد وتركيب أو إنشاء بالموقع لقاعدة خرسانية لمحول >1000<=1500,Supplying and installation or constructing at site of concrete foundation for transformer above  1000 Kva  up to and including 1500 Kva,EA,2785.0,أعمال المعدات
307020105,توريد وتركيب أو إنشاء بالموقع لقاعدة خرسانية لمحطة وحدة <=1000,"Supplying and installation or constructing at site of concrete foundation for Unit S/S, up to  and including 1000 KVA",EA,3389.0,عام
307020106,توريد وتركيب أو إنشاء بالموقع لقاعدة خرسانية لمحطة وحدة >1000<=1500,"Supplying and installation or constructing at site of concrete foundation for Unit S/S, above 1000 KVA up to  and including 1500 KVA",EA,3767.0,عام
307020107,توريد حصباء (بحص),"Supplying and laying of gravel, with required thickness layer, including levelling and compaction  inside S/S inset or to repair gravel furnished sidewalk",M3,83.0,عام
307020108,توريد وتركيب اغطية خرسانية جانبية لقواعد المعدات الارضية القائمة,Supplying and installation or constructing at site of concrete sides covers for existing  foundations for U/G equipment ( not to be used for new concrete foundations ),EA,156.0,أعمال التأريض
308010101,تركيب لوحة توزيع فرعية حديدة,Installation of steel type MiniPillar (Distribution Cabinet),EA,336.0,أعمال المعدات
308010102,تركيب لوحة توزيع فرعية من الالياف الزجاجية بقاعدتها (الجزء السفلي),"Installation of fiber glass type MiniPillar (Distribution Cabinet) with its base ( lower part ) and fixing it by concrete, including excavation and reinstatement works",EA,427.0,أعمال المعدات
308010103,تركيب لوحة توزيع رئيسية ج.منخفض <=1600,Installation of LV Distribution Panel (LVDP) up to and including 1600 A,EA,490.0,أعمال المعدات
308010104,تركيب لوحة توزيع رئيسية ج.منخفض >1600,Installation of LV Distribution Panel (LVDP) above 1600 A,EA,603.0,أعمال المعدات
308010201,استبدال لوحة توزيع فرعية ج.منخفض حديدية / الياف زجاجية أي سعة لا يشمل استبدال القاعدة,"Replacement of steel / fiber glass(without lower part ) MiniPillar (Distribution Cabinet), any size ( excluding replacement of concrete foundation )",EA,401.0,أعمال المعدات
308010202,استبدال لوحة توزيع فرعية ج.منخفض الياف بقاعدتها (الجزء السفلي),"Replacement of fiber glass type MiniPillar (Distribution Cabinet) with its base ( lower part ), ( excluding replacement of concrete foundation )",EA,491.0,أعمال المعدات
308010203,استبدال لوحة توزيع رئيسية ج.منخفض <=1600 امبير بدون استبدال القاعدة,"Replacement of LV Distribution Panel (LVDP) , up to  and including 1600 A. ( excluding replacement of the concrete foundation )",EA,532.0,أعمال المعدات
308010204,استبدال لوحة توزيع رئيسيةج. منخفض >1600 امبير بدون استبدال القاعدة,"Replacement of LV Distribution Panel (LVDP) ,  above 1600 A. ( excluding replacement of the  concrete foundation )",EA,655.0,أعمال المعدات
308010205,استبدال لوحة توزيع فرعية ج.منخفض حديدية بأخرى من نوع الياف زجاجية,"Replacement of steel type MiniPillar by fiber glass type MiniPillar (Distribution Cabinet), any size (including removal of the concrete foundation)",EA,571.0,أعمال المعدات
308010206,استبدال قاعدة الياف زجاجية للوحة توزيع فرعية (الجزء السفلي),"Replacement of fiber glass MiniPillar (Distribution Cabinet) base ( lower part ), Including disconnection / reconnection works and dismantling / reinstallation of the equipment.",EA,463.0,أعمال المعدات
308010301,أزاحة لوحة توزيع فرعية أي نوع  بدون ازاحة القاعدة,Relocation of any type mini-pillar (Distribution Cabinet)  without relocation of the concrete foundation,EA,460.0,أعمال المعدات
308010302,إزاحة لوحة توزيع فرعية أي نوع مع ازاحة القاعدة,Relocation of  steel / fiber glass(with lower part ) MiniPillar (Distribution Cabinet) with its concrete foundation,EA,522.0,أعمال المعدات
308010303,إزاحة لوحة توزيع رئيسية <=1600 أمبير بدون ازاحة القاعدة,Relocation of LV Distribution Panel (LVDP)  up to and including 1600A without relocation of the concrete foundation.,EA,665.0,أعمال المعدات
308010304,إزاحة لوحة توزيع رئيسية >1600 أمبير بدون ازاحة القاعدة,Relocation of LV Distribution Panel (LVDP)  above 1600A  without relocation of the concrete foundation,EA,820.0,أعمال المعدات
308010305,إزاحة لوحة توزيع رئيسية <=1600 أمبير مع ازاحة القاعدة,"Relocation of LV Distribution Panel (LVDP)  up to and including 1600A , with  its concrete foundation",EA,880.0,أعمال المعدات
308010306,إزاحة لوحة توزيع رئيسية >1600 أمبير مع ازاحة القاعدة,"Relocation of LV Distribution Panel (LVDP)  above 1600A, with its concrete foundation .",EA,1011.0,أعمال المعدات
308010307,رفع أوخفض القاعدة مع لوحة التوزيع الفرعية,"Raising or lowering, any type Mini-pillar (Distribution Cabinet) with its concrete foundation",EA,445.0,أعمال المعدات
308010308,رفع أوخفض القاعدة مع لوحة التوزيع الرئيسية <=1600 أمبير,"Raising or lowering, LV Distribution Panel (LVDP) up to and including 1600A , with its concrete foundation",EA,712.0,أعمال المعدات
308010309,رفع أوخفض القاعدة مع لوحة التوزيع الرئيسية > 1600 أمبير,"Raising or lowering, LV Distribution Panel (LVDP)   above 1600A , with its concrete foundation .",EA,847.0,أعمال المعدات
308010401,إزالة لوحة توزيع فرعية أي نوع مع ازالة القاعدة,Removal of any type LV MiniPillar (Distribution Cabinet) with its concrete foundation,EA,360.0,أعمال المعدات
308010402,إزالة لوحة توزيع رئيسية ج.منخفض أي سعة بدون ازالة القاعدة الخرسانية,"Removal of any size LV Distribution Panel (LVDP), without removal of its concrete foundation",EA,380.0,أعمال المعدات
308010403,إزالة لوحة توزيع رئيسية ج.منخفض أي سعة شاملا ازالة القاعدة,Removal of any size LV Distribution Panel (LVDP) with removal of its concrete foundation,EA,555.0,أعمال المعدات
308010501,فصل او توصيل كابل ج.منخفض رباعي قائم/اربع فازات آحادي بالمعدات الأرضية القائمة,Disconnection / Connection of any size existing ( 4/ cores or 4x1/ core ) LV cable with termination / lugs / direct connection  to existing pad mounted equipment,EA,134.0,أعمال الكابلات
308010502,تركيب قاطع تيار رئيسي ج.منخفض في لوحة توزيع رئيسية أو داخل لوحة توزيع رئيسية لمحطة مدمجة أو وحدة أو غرفة  أي مقاس,Installation of  Main LV Circuit Breaker inside any size LV Distribution Panel (LVDP) or  inside  LV Distribution Panel (LVDP) for Compact (Package) /unit/ room S/S including disconnection / reconnection works,EA,236.0,أعمال المعدات
308010503,تركيب قاطع تيار فرعي ج.منخفض في لوحة توزيع رئيسية / فرعية  أو داخل لوحة توزيع رئيسية لمحطة مدمجة أو وحدة أو غرفة أي مقاس,Installation of branch LV Circuit Breaker inside any size LV Distribution Panel (LVDP) / minipillar or inside LV Distribution Panel (LVDP) for Compact (Package) /unit/ room S/S including disconnection / reconnection works,EA,153.0,أعمال المعدات
308010504,إستبدال القاطع الرئيسي ج.منخفض في لوحة توزيع رئيسية أو داخل لوحة توزيع رئيسية لمحطة مدمجة أو وحدة أو غرفة,Replacement of LV Main CB for any size LV Distribution Panel (LVDP) or inside LV Distribution Panel (LVDP) for Compact (Package) /unit/ room S/S including disconnection / reconnection works.,EA,405.0,أعمال المعدات
308010505,إستبدال القاطع الفرعي ج.منخفض في لوحة توزيع رئيسية / فرعية أو داخل لوحة توزيع رئيسية لمحطة مدمجة أو وحدة أو غرفة,Replacement of LV  branch CB for any size LV Distribution Panel (LVDP) /  minipillar or inside LV Distribution Panel (LVDP) for Compact (Package) /unit/ room S/S including disconnection / reconnection works.,EA,282.0,أعمال المعدات
308010506,تركيب منصهرات مع الحامل ج.منخفض في لوحة توزيع رئيسية أي مقاس,"Installation of fuse assembly with fuses at an existing LV Distribution panel (LVDP), any size",ASM,127.0,أعمال المعدات
308010507,استبدال  منصهرفي عداد/ لوحة توزيع فرعية او رئيسية,Replacement of an LV fuse for meters / MiniPillar (Distribution Cabinet) or LV Distribution Panel (LVDP),EA,84.0,أعمال المعدات
308010508,استبدال قاعدة منصهرات في لوحة توزيع فرعية او رئيسية,Replacement of an LV fuse-base / rail of MiniPillar (Distribution Cabinet) or LV Distribution Panel (LVDP) including disconnection / reconnection works,EA,206.0,أعمال المعدات
308010509,أستبدال قضيب توصيل في لوحة توزيع فرعية,Replacement of LV bus bar for MiniPillar (Distribution Cabinet) including replacement of sockets for fixing bus bar and  disconnection / reconnection works,EA,180.0,أعمال المعدات
308010510,أستبدال قضيب توصيل في لوحة توزيع رئيسية,Replacement of LV bus bar for LV Distribution Panel  (LVDP) including replacement of sockets for fixing bus bar and disconnection / reconnection works,EA,222.0,أعمال المعدات
308010511,إزالة قاطع ج.منخفض او صندوق فيوزات اى مقاس,"Removal of LV Circuit Breaker or fused switch, any size including disconnection / reconnection works",EA,139.0,عام
308010512,قراءة احمال محطات التوزيع الفرعية,Load reading of distribution S/S,EA,104.0,عام
308010513,تركيب وصلة قضيب توصيل إضافية بلوحات الجهد المنخفض,Installation of additional extention link ( adaptor ) for LV distribution panel,EA,62.0,عام
308010514,أستبدال وصلة قضيب توصيل في لوحة توزيع رئيسية / فرعية,Replacement of a bus bar link between main/branch breaker and main bus bar of LV Distribution Panel (LVDP)/ Mini-pillar (Distribution Cabinet),EA,76.0,أعمال المعدات
308010515,إصدار واغلاق تصريح عمل جهد المنخفض,"Issuing and closing a work permit to carry out low-voltage work, including the required operational work, in accordance with the company's approved safety regulations and requirements.",EA,50.0,عام
308020101,تركيب وحدة حلقات رئيسية/وحدة قياس لكبار المشتركين/مفاتيح تحويل آلية ج.متوسط,"Installion of any type MV, RMU or Metering Unit for Bulk consumer( stand alone or Metered RMU ) or MV Auto Transfer Switch",EA,773.0,عام
308020102,تركيب مفتاح قابل للتوسعة زيتي/غازي ج.متوسط,"Installation of MV, one leg Extensible Oil or SF6 switchgear",EA,497.0,عام
308020103,تركيب خلية داخلية (قاطع/ مفتاح/ربط/لوحة قياس) ج.متوسط,Installation of any type MV indoor switchgear ( circuit breaker / LBS switch / bus coupler / Metering panel ) for Extensible switchgear ( group ),EA,533.0,أعمال المعدات
308020201,تركيب محول أرضي <=1000ك.ف.أ,"Installtion of pad mounted transformer, up to and including 1000 KVA",EA,1261.0,أعمال المعدات
308020202,تركيب محول أرضي>1000<=1500ك.ف.أ,"Installation of pad mounted transformer, above 1000KVA up to and including1500 KVA",EA,1410.0,أعمال المعدات
308020203,تركيب محطة وحدة <=1000ك.ف.أ,Installation of unit S/S up to and including 1000 KVA,EA,1920.0,عام
308020204,تركيب محطة وحدة >1000<=1500ك.ف.أ,Installation of unit S/S above 1000KVA up to and including 1500 KVA.,EA,2183.0,عام
308020301,استبدال وحدة حلقية رئيسية/ وحدة قياس لكبار المشتركين/ مفاتيح تحويل آلية ج.متوسط,"Replacement of any type MV RMU or Metering Unit for Bulk consumer,( stand alone or Metered RMU )  or MV Auto Transfer Switch",EA,893.0,الصيانة
308020302,استبدال مفتاح قابل للتوسعة زيتي/غازي ج.متوسط,"Replacement of MV, one leg Extensible Oil or SF6 switchgear",EA,619.0,الصيانة
308020303,استبدال خلية داخلية (قاطع/مفتاح/ربط/لوحة قياس) ج.متوسط لمجموعة مفاتيح قابلة للتوسعة,Replacement of any type MV indoor switchgear ( circuit breaker / LBS switch / bus coupler / Metering panel ) for Extensible switchgear ( group ),EA,652.0,أعمال المعدات
308020401,استبدال محول أرضي بآخر<=1000ك.ف.أ,"Replacement of any pad mounted transformer, with other transformer up to and including 1000 KVA",EA,1609.0,أعمال المعدات
308020402,استبدال محول أرضي بآخر >1000<=1500ك.ف.أ,"Replacement of any pad mounted transformer, with other transformer above 1000KVA up to and including 1500 KVA",EA,1802.0,أعمال المعدات
308020403,استبدال أي محول أرضي بمحطة وحدة أي سعة,Replacement of any size pad mounted transformer with any size unit S/S,EA,1977.0,أعمال المعدات
308020404,استبدال أي محطة وحدة بآخرى <=1000ك.ف.أ,"Replacement of any  unit S/S with other unit S/S , up to and including 1000 KVA",EA,2104.0,الصيانة
308020405,استبدال أي محطة وحدة بأخرى >1000<=1500ك.ف.أ,"Replacement of any Unit S/S with other Unit S/S, above 1000KVA up to and including 1500 KVA",EA,2441.0,الصيانة
308020406,استبدال محطة مدمجة (معلبة) بمحطة مدمجة (معلبة) او بمحطة وحدة اي سعة,"Replacement of any Compact (Package) S/S with any other Compact (Package) S/S or unit S/S, any size including removal of concrete foundations if required",EA,3065.0,الصيانة
308020501,أزاحة وحدة حلقية رئيسية/وحدة قياس لكبار المشتركين/مجموعة مفاتيح قابلة للتوسعة/مفاتيح تحويل آلية ج.متوسط بدون ازاحة القاعدة,"Relocation of MV, any type RMU or Metering Unit for Bulk consumer,( stand alone or Metered RMU ) or  Extensible switchgear ( group ) or Auto Transfer Switch or any similar equipment , ( without relocation of the concrete foundation )",EA,950.0,عام
308020502,أزاحة وحدة حلقية رئيسية/وحدة قياس لكبار المشتركين/مجموعة مفاتيح قابلة للتوسعة/مفاتيح تحويل آلية ج.متوسط مع ازاحة القاعدة,"Relocation of MV, any type RMU  or Metering Unit for Bulk consumer,( stand alone or Metered RMU ) or Extensible switchgear ( group ) or Auto Transfer Switch or any similar equipment ( with relocation of the concrete foundation )",EA,1139.0,عام
308020503,رفع أو خفض/تعديل مستوى وحدة حلقية رئيسية/وحدة قياس لكبار المشتركين/مجموعة مفاتيح قابلة للتوسعة/مفاتيح تحويل آلية ج.متوسط مع القاعدة الخرساانية,"Raising or lowering or level adjustment of MV, any type RMU  or Metering Unit for Bulk consumer,( stand alone or Metered RMU ) or Extensible switchgear ( group ) or Auto Transfer Switch or any similar equipment ( with raising or lowering or level adjustment of the concrete foundation )",EA,970.0,عام
308020601,ازاحة محول أرضي حتى ويشمل 1000 ك .ف.أ بدون إزاحة القاعدة,"Relocation of pad mounted transformer up to and including 1000 Kva, ( without relocation of the  concrete foundation )",EA,1691.0,أعمال المعدات
308020602,ازاحة محول أرضي حتى ويشمل 1000 ك .ف.أ مع إزاحة القاعدة,"Relocation of pad mounted transformer up to and including 1000 Kva, ( with relocation of the concrete foundation )",EA,2040.0,أعمال المعدات
308020603,ازاحة محول أرضي سعة >1000<=1500ك.ف.أ بدون إزاحة القاعدة,"Relocation of pad mounted transformer above 1000 Kva  up to and including 1500 Kva, ( without relocation of the concrete foundation )",EA,1848.0,أعمال المعدات
308020604,ازاحة محول أرضي سعة >1000<=1500ك.ف.أ مع إزاحة القاعدة,"Relocation of pad mounted transformer above 1000 Kva  up to and including 1500 Kva, ( with relocation of the concrete foundation )",EA,2398.0,أعمال المعدات
308020605,رفع أو خفض او تعديل مستوى لمحول ارضي اي سعة مع القاعدة,Raising or lowering or level adjustment of any size pad mounted transformer ( with raising or lowering or level adjustment of the concrete foundation ),EA,2058.0,أعمال المعدات
308020606,ازاحة محطة وحدة سعة <= 1000 ك.ف.أ بدون إزاحة القاعدة,"Relocation of Unit S/S up to and including 1000 Kva, ( without relocation of the concrete foundation )",EA,2205.0,عام
308020607,ازاحة محطة وحدة سعة <= 1000 ك.ف.أ مع إزاحة القاعدة,"Relocation of Unit  S/S up to and including 1000 Kva, ( with relocation of the concrete foundation )",EA,2703.0,عام
308020608,ازاحة محطة وحدة سعة >1000<=1500ك.ف.أ بدون إزاحة القاعدة,"Relocation of Unit S/S above 1000 Kva up to and including 1500 Kva, ( without relocation of the concrete foundation )",EA,2466.0,عام
308020609,ازاحة محطة وحدة سعة >1000<=1500ك.ف.أ مع إزاحة القاعدة,"Relocation of Unit S/S above 1000 Kva up to and including 1500 Kva, ( with relocation of the concrete foundation )",EA,3221.0,عام
308020610,رفع أو خفض او تعديل مستوى لمحطة وحدة اي سعة مع القاعدة,Raising or lowering or level adjustment  of any size Unit S/S ( with Raising or lowering or level adjustment of concrete foundation ),EA,2661.0,عام
308020611,ازاحة محطة مدمجة (معلبة) سعة <= 1000 ك.ف.أ بدون إزاحة القاعدة,"Relocation of Compact (Package) S/S up to and including 1000 Kva ,( without relocation of concrete foundation )",EA,2307.0,عام
308020612,ازاحة محطة مدمجة (معلبة) سعة <= 1000 ك.ف.أ مع إزاحة القاعدة,"Relocation of Compact (Package) S/S up to and including 1000 Kva ,( with relocation of concrete foundation )",EA,3130.0,عام
308020613,ازاحة محطة مدمجة (معلبة) سعة >1000<=1500ك.ف.أ بدون إزاحة القاعدة,"Relocation of Compact (Package) S/S above 1000 Kva up to and including 1500 Kva, ( without relocation of concrete foundation )",EA,2578.0,عام
308020614,ازاحة محطة مدمجة (معلبة) سعة >1000<=1500ك.ف.أ مع إزاحة القاعدة,"Relocation of Compact (Package) S/S above 1000 Kva up to and including 1500 Kva, ( with relocation of the concrete foundation )",EA,3620.0,عام
308020615,أزاحة محطة مدمجة (معلبة) سعة 2500 ك.ف.أ ج متوسط بدون إزاحة القاعدة الخرسانية,"Relocation of Compact ( Package ) S/S,  2500 Kva ,33/13.8 Kv ,( without relocation of the  concrete foundation )",EA,3377.0,عام
308020616,أزاحة محطة مدمجة (معلبة) سعة 2500 ك.ف.أ ج.متوسط مع إزاحة القاعدة,"Relocation of Compact ( Package ) S/S 2500 Kva ,33/13.8 Kv ,( with relocation of the concrete foundation )",EA,4358.0,عام
308020617,رفع أو خفض او تعديل مستوى لمحطة مدمجة (معلبة) اي مقاس مع القاعدة,Raising or lowering or level adjustment  of any size Compact (Package) S/S ( with raising or lowering or level adjustment of the concrete foundation ),EA,2962.0,عام
308020701,ازالة وحدة حلقية رئيسية/وحدة قياس لكبار المشتركين/مجموعة مفاتيح قابلة للتوسعة/مفاتيح تحويل آلية ج.متوسط بدون إزالة القاعدة,"Removal of MV, any type RMU  or Metering Unit for Bulk consumer,( stand alone or Metered RMU ) or  Extensible switchgear ( group ) or Auto Transfer Switch or any similar equipment, ( without relocation of concrete foundation )",EA,542.0,عام
308020702,ازالة وحدة حلقية رئيسية/وحدة قياس لكبار المشتركين/مجموعة مفاتيح قابلة للتوسعة/مفاتيح تحويل آلية ج.متوسط مع إزالة القاعدة,"Removal of MV, any type RMU or Metering Unit for Bulk consumer,( stand alone or Metered RMU ) or  Extensible switchgear ( group ) any type or Auto Transfer Switchor any similar equipment, ( with removal of the concrete foundation )",EA,699.0,عام
308020703,إزالة خلية داخلية (قاطع/مفتاح/ربط/لوحة قياس) ج.متوسط لمجموعة مفاتيح قابلة للتوسعة,Removal of MV indoor switchgear ( circuit breaker / LBS switch / bus coupler / Metering panel ) for Extensible switchgear ( group ),EA,373.0,أعمال المعدات
308020801,إزالة محول أرضي سعة <= 1500 ك.ف.أ بدون إزالة القاعدة,"Removal of pad mounted Transformer up to and including 1500 KVA , ( without removal of the concrete foundation )",EA,884.0,أعمال المعدات
308020802,إزالة محول أرضي سعة <= 1500 ك.ف.أ مع إزالة القاعدة,"Removal of pad mounted Transformer up to and including 1500 KVA , ( with removal of the concreate foundations )",EA,1194.0,أعمال المعدات
308020803,إزالة محطة وحدة سعة <= 1500 ك.ف.أ بدون إزالة القاعدة,"Removal of Unit S/S Up to and including 1500 KVA , ( without removal of the concrete foundation )",EA,1087.0,عام
308020804,إزالة محطة وحدة سعة <= 1500 ك.ف.أ مع إزالة القاعدة,"Removal of Unit S/S Up to and including 1500 KVA , ( with removal of the concrete foundation )",EA,1641.0,عام
308020805,إزالة محطة مدمجة (معلبة) <= 1500 ك.ف.أ بدون إزالة القاعدة,"Removal of Compact (Package) S/S up to and including 1500 KVA  , ( without removal of concrete foundation",EA,1340.0,عام
308020806,إزالة محطة مدمجة (معلبة) <= 1500 ك.ف.أ مع إزالة القاعدة,"Removal of Compact (Package) S/S up to and including 1500 KVA ,( with removal of concrete foundation )",EA,1936.0,عام
308020807,إزالة محطة مدمجة(معلبة)سعة 2500 ك.ف.أ ج.متوسط بدون إزالة القاعدة,"Removal of Compact (Package) S/S, 2500 KVA, 33 /13.8 KV , ( without removal of concrete foundation )",EA,1727.0,عام
308020808,إزالة محطة مدمجة(معلبة)سعة 2500 ك.ف.أ ج.متوسط مع إزالة القاعدة,"Removal of Compact (Package) S/S, 2500 KVA, 33 /13.8 KV, ( with removal of concrete foundation )",EA,2477.0,عام
308020901,فصل او توصيل كابل ج.متوسط قائم اي مقاس/ نوع المجهز بنهاية طرفية بالمعدات الأرضية,Disconnection / Connection of any size/type existing MV cable (with termination) to pad mounted equipment including replacement of ( ELBOW - BOOT ) if required,EA,242.0,الوصلات والنهايات
308020902,تركيب / استبدال مؤشر مبين التيار/ مؤشر مبين اتجاه العطل الارضي لمعدة قائمة في الشبكة الأرضية,Installation / replacement of any type  Ameter / voltameter / MDI gauge Indicator for existing UG equipment with all accessories including testing,EA,172.0,أعمال المعدات
308020903,تركيب / استبدال مؤشر مبين اتجاه العطل الارضي للشبكة الأرضية,Installation / replacement of any type Earth Fault Indicator ( EFI   Indicator for existing UG equipment with all accessories  including testing,EA,175.0,أعمال التأريض
308020904,فحص وصيانة مبين  العطل لشبكة أرضية,Inspection and maintenance of any type UG Earth Fault Indicator ( EFI ) with all accessories including testing and modification of settings and integrated with control center,EA,134.0,الاختبارات
308020905,تركيب او استبدال محول التيار/محول الجهد/مرحل لمعدة قائمة في الشبكة الأرضية,Installation / replacement of any type CT / VT / relay for an existing UG equipment ( excluding meters ) with all accessories including testing and checking of the correct conection and measurements in the Protection Relay,EA,262.0,أعمال المعدات
308020906,أستبدال قضبان ربط وحدات مفاتيح قابلة للتوسعة,Replacement of bus-bar connectors for MV Extensible Oil or SF6 switchgear,EA,333.0,عام
308020907,استبدال عازل معدة أرضية,Replacement of bushing for UG equipment,EA,284.0,أعمال المعدات
308020908,أستبدال منصهر ج.متوسط في وحدة حلقات رئيسية,Replacement of  RMU Fuse,EA,149.0,عام
308020909,استبدال بطارية مبين اتجاه العطل الأرضي / المرحلات,Replacement of battrie for Earth Fault Indicator ( EFI ) or relays,EA,114.0,الصيانة
308020910,تركيب / استبدال / إزالة شرائح الاتصال لمعدة ذكية,Installation / replacement / removal of SIM card from the communication module / gateway for smart equipment,EA,69.0,أعمال المعدات
308020911,تركيب مجموعة محولات الجهد/القدرة المدمجة ( CPT ) داخل مفتاح حلقي ذكي,Installation of the Compact Potential Transformer ( CPT ) set for a smart RMU including installation of all accessories and 2.5 mm2 wiring to LV terminal block on the control box and required grounding,ST,355.0,أعمال المعدات
308020912,استبدال مجموعة محولات الجهد/القدرة المدمجة ( CPT ) داخل مفتاح حلقي ذكي,Replacement of the Compact Potential Transformer ( CPT ) set for a smart RMU including installation of all accessories and 2.5 mm2 wiring to LV terminal block on the control box and required grounding,ST,467.0,أعمال المعدات
308020913,تركيب / استبدال وحدة التحكم الطرفية لمعدة ارضية ذكية,Installation / Replacement of RTU for smart UG equipment including disconnection / reconnection works,EA,345.0,أعمال المعدات
308020914,إزالة وحدة التحكم الطرفية لمعدة ارضية ذكية,Removal of RTU for smart UG equipment including disconnection / reconnection works,EA,168.0,أعمال المعدات
308020915,استبدال جميع اسلاك التحكم والاتصالات بلوحة التحكم لمعدة أرضية ذكية,Replacement of all control and communications wires for samrt UG equipment control panel,EA,221.0,أعمال المعدات
308020916,فحص وصيانة جميع الكروت بشاحن البطارية أو بلوحة التحكم لمعدة أرضية ذكية,Inspection and maintenance of all cards for Battery Charger (UPS) and ensuring that they are feeding control panel or all cards for control panel and ensuring that they are communicating with control center for smart UG equipment,EA,143.0,أعمال المعدات
308020917,استبدال جميع الكروت بشاحن البطارية أو بلوحة التحكم لمعدة أرضية ذكية,Replacement of all cards for Battery Charger (UPS) and ensuring that they are feeding control panel or all cards for control panel and ensuring that they are communicating with control center for smart UG equipment,EA,186.0,أعمال المعدات
308020918,فحص وصيانة محول التيار و محول الجهد  لمعدة أرضية,Inspection and maintenance of CT and VT for UG equipment and checking all related connections and making all required modifications,EA,163.0,أعمال المعدات
308020919,فحص وصيانة جميع اسلاك التحكم والاتصالات لمعدة أرضية ذكية,Inspection and Maintenance of all control and communications wires for smart UG equipment,EA,153.0,أعمال المعدات
308020920,فحص وإختبار الاشارات مع مركز التحكم لمعدة ارضية ذكية,Inspection and Testing of communication for all alarms/commands/indications with control center for smart  UG equipment,EA,221.0,أعمال المعدات
308020921,تفعيل واختبار جميع الانذارات مركز التحكم لمعدة أرضية ذكية,Activation and Testing of all new alarms required by control center for smart UG equipment including all conections works,EA,276.0,أعمال المعدات
308020922,استبدال قاطع لوحة التحكم لمعدة أرضية ذكية,Replacement of MCB feeding control panel for smart UG equipment,EA,131.0,أعمال المعدات
308020923,فحص وصيانة قاطع لوحة التحكم لمعدة ارضية ذكية,Inspection and maintenance of MCB feeding control panel for smart UG equipment,EA,96.0,أعمال المعدات
308020924,برمجة كروت لوحة التحكم لمعدة أرضية ذكية,Configuration of all cards for control panel of smart UG equipment,EA,325.0,أعمال المعدات
308020925,تركيب/استبدال مودم/هوائي لمعدة أرضية ذكية,Insallation or Replacement of communication modem or Antenna for smart UG equipment including configuration,EA,221.0,أعمال المعدات
308020926,فحص واختبار مودم/هوائي لمعدة أرضية ذكية,"Inspection and testing of communication device ( modem ) and Antenna and accessories, including measuring of the signal strength and quality for smart UG equipment",EA,139.0,أعمال المعدات
308020927,فحص واستبدال جميع فيوزات لوحة التحكم لمعدة أرضية ذكية,Inspection and Replacement of all fuses for control panel for smart UG equipment,EA,147.0,أعمال المعدات
308020928,فحص وتصحيح واختبار جميع توصيلات 220 فولت للوحة التحكم لمعدة أرضية ذكية,"Inspection, correction and testing of all 220v connections for control panel of smart UG equipment",EA,171.0,أعمال المعدات
308020929,برمجه معدة أرضية ذكية أي نوع,"Programming of smart UG equipment, any type, including downloading the program for the equipment and ensuring that the equipment and all signals are connected to the control center",EA,401.0,أعمال المعدات
308020930,ربط معدة أرضية ذكية قائمة مع مركزالتحكم,"Integration of an existing smart  UG equipment ,any type, with control center",EA,250.0,أعمال المعدات
308021001,استبدال محول ارضي ثلاثي الأطوار على عمودين / سقالة اي سعة,Replacement of any size pad mounted 3-Φ transformer on platform / two poles ( H-frame ),EA,1532.0,أعمال المعدات
308021002,ازاحة محول ارضي ثلاثي الأطوار على عمودين / سقالة اي سعة,Relocation of any size pad mounted 3-Φ transformer on platform / two poles ( H-frame ) ( excluding relocation of the poles ),EA,2172.0,أعمال المعدات
308021003,إزالة محول ارضي ثلاثي الأطوار على عمودين/سقالة أي سعة,"Removal of any size pad mounted  3-Φ transformer on Platform / two poles ( H-frame ) with LV panel and all accessories,  ( excluding removal of the poles )",EA,1225.0,أعمال المعدات
309010001,تأريض لوحة توزيع رئيسية/فرعية في تربة عادية/رمليه,"Grounding of mini-pillar  / LV Distribution panel including installation of (2) grounding rods, and connection to grounding terminal of the panel by grounding wire, in normal / sandy soil",EA,196.0,الأعمال المدنية
309010002,تأريض لوحة توزيع رئيسية/فرعية  في تربة صخرية,"Grounding of mini-pillar/ LV Distribution panel including installation of (2) grounding rods, and connection to grounding terminal of the panel by grounding wire, in  rocky soil  ( that required the use of rocky excavation equipment ) ( ie. Digger ))",EA,244.0,الأعمال المدنية
309010003,تأريض لوحة توزيع رئيسية/فرعية بدفن سلك التأريض في تربة صخرية,"Grounding of  mini-pillar / LV Distribution panel , including burying of equivalent length of grounding wire with specified depth as per company specifications to achieve the required grounding resisitance and connection to grounding terminal of equipment by grounding wire, in rocky soil ( that required the use of rocky excavation equipment ) ( ie. Digger )).where ground rods can not be installed",M,10.0,الأعمال المدنية
