,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
"Riyadh City Electricity Department
Schedule ""C"" - Pricing Attachment",,,,,,RFx No. 4000069347,,
,,,,,,,,
??? ?????,??? ?????,?????????? ???????,?????????? ?????? ,??????,??????,??? ?????,??? ??????,??????
Item ,Line type ,Short Description ,Long Description,UOM ,Currency,Payment Type,Unit Price           ,QTY
A1,Description,"????? ?????? ????? ???????
","CONSTRUCTION AND MAINTENANCE OF DISTRIBUTION NETWORKS  
   Including providing all necessary manpower, equipment and tools to loading and transporting materials from any designated warehouse by company to work site and perform the work as per the scope of  work and companystandards including getting all required(R.O.W) and permissions to perform the required works and payment of related fees, preparing, updating and submitting of the drawings "" As Built "" on hard and electronic copies, including definition of coordinates, data and photos of related equipment, cables, poles and meters  with at least two digital photos of equpment using SEC unified geographical information system format (ArcGIS/ArcFM) and attributes compatible with Unified Data Model (UDM) and location accuracy of 25 cm and with full compliance of occupational safety and health requirements as per SEC requirments . The statement in this item is applied to all contract items mentioned blow
205040102,Breakdown,????? ???? ????? ????? ?????????? ?????? ?? ???,"Removal of 3-? OH H-frame transformer, any capacity with all accessories (excluding poles  (removal
 ????? ???? ????? ????? ??????? ??? ?????? ?? ??? ?? ???? ??????? ( ?? ???? ????? ??????? )",EA,SAR,Unit Rate,719.00,
205040103,Breakdown,"????? ???? ????? ????? ?????? ?? ???"," Removal of 1-? OH transformer, any capacity with all accessories (excluding pole removal)   
 ????? ???? ????? ????? ?????? ?? ??? ?? ???? ??????? ( ?? ???? ????? ??????)",EA,SAR,Unit Rate,366.00,
205040200,Description, ????? ????? ??? ?????? ?????? ??????? ???????? ,"REMOVAL OF CONNECTING / DISCONNECTING / SYSTEAM IMPROVEMENT EQUIPMENT OF OVERHEAD NETWORK
 ????? ????? ??? ?????? ?????? ??????? ???????? ",,,,,
205040201,Breakdown,????? ???? ?.????? ????? ????? ???? ???????,"Removal of 1-? voltage regulator, any size with all accessories without removal of the concrete foundation
 ????? ???? ??? ????? ????? ?? ??? ????? ??????? ???? ????? ??????? ?????????",EA,SAR,Unit Rate,529.00,
205040202,Breakdown,????? ???? ?.????? ????? ????? ?? ???????,"Removal of 1-? voltage regulator, any size with all accessories with removal of the concrete foundation 
 ????? ???? ??? ????? ????? ?? ??? ????? ??????? ?? ????? ??????? ?????????",EA,SAR,Unit Rate,786.00,
205040203,Breakdown,????? ???? ?????/ ???? ???? ????? ???????,"(Removal of 3-? autorecloser / sectionalizer with all accessories (excluding pole removal
?????  ???? ????? ??????????? / ???? ???? ????? ??????? ????? ???????? ( ?? ???? ????? ?????? )",EA,SAR,Unit Rate,1049.00,
205040204,Breakdown,????? ???? ?????? ?????? ?????,"(Removal of 3-? capacitor bank with all accessories (excluding pole removal
  ????? ???? ?????? ?????? ????? ????? ???????? ( ?? ???? ????? ?????? )",ST,SAR,Unit Rate,487.00,
205040205,Breakdown,????? ????? ??? ???? ???? ??? ?? ???? ??????? ????? ???????,"Removal of 3-? MV by-pass or off-load line isolator disconnector switch (excluding pole removal)  
 ????? ????? ??? ???? ???? ??? ?? ???? ??????? ????? ??????? ( ?? ???? ????? ??????)",EA,SAR,Unit Rate,90.00,
205040206,Breakdown,????? ????? ??? ?? ??? ????? ,"Removal of Gang-operated disconnector switch with all accessories (load break switch (LBS )) (excluding pole removal)
????? ????? ??? ?? ??? ????? ????? ???????? (?? ???? ????? ?????? ) ",EA,SAR,Unit Rate,689.00,
205040207,Breakdown,????? ???? ???? ?.????? ??? ?????? ????? ????????,"Removal of MV metering Unit ( for MV Customer) on H-pole with all accessories (excluding poles removal  
????? ???? ???? ????? ??????? (?????? ??? ????? ???????) ??? ?????? ????? ???????? ( ?? ???? ????? ??????? )",EA,SAR,Unit Rate,553.00,
205040300,Description,????? ?????? ????? ??????? ???????? ,"REMOVAL OF ACCESSORIES OF OVERHEAD NETWORK EQUIPMENT 
????? ?????? ????? ??????? ????????                                                      ",,,,,
205040301,Breakdown,????? ???? ????? ?????? ?.?????,"Removal of LV overhead distribution panel 
 ????? ???? ????? ?????? ??? ?????",EA,SAR,Unit Rate,274.00,
205040302,Breakdown,????? ?????? ?.????? / ?????? ??????? / ?????? ??????? ?????? ???????,"Removal of one set of the following three phase items MV fuse cutout set, lightning arresters set, or set of arcing chutes
  ????? ?????? ??????? ?????? ??????? ( ?????? ??? ????? ?? ?????? ??????? ?? ?????? ??????? )","
ST",SAR,Unit Rate,187.00,
206000000,Description, ???????? ?????? ?????? ??????? ????????," GENERAL MISCELLANEOUS MAINTENANCE WORKS FOR OVERHEAD NETWORKS 
  ???????? ?????? ?????? ??????? ??????? ???????? ",,,,,
206000001,Breakdown,????? ????/????? ?? ?????? ?????? ????? ????? ?.????? ?.????? ?????? ???? ???????? ," Installation of additional disc insulator/ suspension insulators  (for all phases ) for an existing framing of MV single circuit ( medium / heavy angle, section / terminal, heavy  angle (at 90 degrees)/ branch T-off (tap) ) pole (any size) to increase the insulation for the existing voltage or in case of voltage rising including replacement of related post inculators for the same framing and re-sagging of conductors
????? ???? / ????? ?? ?????? ( ????? ??????? ) ?????? ????? ????? ??? ????? ????? ?????  ????? ?????? ?? ????? ?? ???? ?? ?? ????? ?? ????? 90 ???? ?? ???? ?????? ?? ???? ?????? ???? ???????? ????? ?????? ?? ?? ??? ??? ????? ????? ??????? ????? ????? ???? ??????? ?????? ?? ????????",ST,SAR,Unit Rate,93.00,
206000002,Breakdown,????? ????/????? ?? ?????? ?????? ????? ????? ?.????? ?.?????? ?????? ???? ???????? ," Installation of additional disc insulator/ suspension insulators (for all phases ) for an existing framing of MV double circuit ( medium / heavy angle, section / terminal, heavy  angle (at 90 degrees) / branch T-off (tap) ) pole (any size) to increase the insulation for the existing voltage or in case of voltage rising including replacement of related post inculators for the same framing and resagging of conductors
????? ???? / ????? ?? ?????? ( ????? ??????? ) ?????? ????? ????? ??? ????? ????? ??????  ????? ?????? ?? ????? ?? ???? ?? ?? ????? ?? ????? 90 ???? ?? ???? ??????  ?? ???? ?????? ???? ???????? ????? ?????? ?? ?? ??? ??? ????? ????? ??????? ????? ????? ???? ??????? ?????? ?? ????????",ST,SAR,Unit Rate,110.00,
206000003,Breakdown,????? ???? ????? ????? ?????? ?????,"Installation of a plant tag for an existing pole-mounted  equipment
 ????? ???? ????? ????? ?????? ?????",EA,SAR,Unit Rate,48.00,
206000004,Breakdown,?????/??????? ???? ????? ?????? ??????? ???? ?????? ???????? ??????? ?.????? ,"Installation / replacement of an Earth Fault Indicator (EFI) any type for existing O/H  MV lines (for one phase)
 ????? ?? ??????? ???? ????? ?????? ?? ??? ??????? ???? ?????? ???????? ??????? ????? ??????? ( ?????? ???????)",EA,SAR,Unit Rate,140.00,
206000005,Breakdown,????? ?????? ?? ????? ??????? ?????? ??????? ????? ????? ???????????,"Supplying and installation or construction at site of concrete foundation for 1-? voltage regulator       
????? ?????? ?? ????? ??????? ?????? ??????? ????? ????? ????? ??????  ",EA,SAR,Unit Rate,1355.00,
206000006,Breakdown,????? ????? ????? ????? ??????? ????? ????,"Re- fixing / re-tightning of any type of insulator for one existing pole          
????? ????? ??????? ????? ??????? ????? ???? ???? ",ST,SAR,Unit Rate,152.00,
206000007,Breakdown,????? ???? ?????? ??????? ?? ???,"Straightning of platform of any size overhead transformer, including all necessary disconnection, dismantling of equipment, reassembling, reconnection, bonding, and replacement of defective  parts if required and restoring previous setup 
  ????? ???? ?????? ??????? ?? ???? ???? ??? ??? ?????? ??????? ?????? ??????? ???????? ?????? ???????? ??????? ??????? ??? ?????? ?????? ????? ??? ?? ??? ????",EA,SAR,Unit Rate,894.00,
206000008,Breakdown,????? ??? ???? ?????? ,"Changing Oil for pole-mounted equipment, including draining of old oil, refilling with Companysupplied and tested  new oil . Surplus new oil and old oil shall be returned to Company warehouse 
 ????? ??? ???? ??????? ???? ????? ????? ?????? ???????? ?????? ?????? ?????? ???????? ?????? ?????? ?? ????? ????? ?????? ?????? ??????? ????????? ?????? ",EA,SAR,Unit Rate,305.00,
206000009,Breakdown,??? ?? ?? ?????? ?????????????? ?? ???? ???????,"Cutting or trimming of trees in the vicinity of the line conductors, as directed by the Company representative to the  required horizontal and vertical clearance . Rate calculated as per linear meter of the affected line, including  transportation of cutted trees and branches to the designated dumping area ( the work must be documented by location coordinates and photos before and after performing the work )       
??? ?? ?? ??????? ??????? ??????? ?? ?????? ???? ???????? ??? ??????? ???? ?????? ???????? ???????? ??????? ????????. ??? ?????? ??????  ??? ????? ?????? ?? ????? ??????? ?? ????. ???? ????? ???????? ??? ???? ???????? ???? ??? ?????? (???? ????? ????? ?????? ???????? ?????? ?????? ??? ??? ???? ???????)",M,SAR,Unit Rate,44.00,
206000010,Breakdown,????? ??????? ????????? ????????? ?? ????? ??????,"Removal of grass and shrubs that interfere with equipment from the specified area  as instructed by the company representative including transportation of removed grass and shrubs to the designated dumping area ( the work must be documented by location coordinates and photos before and after performing the work)
 ????? ??????? ????????? ????????? ?? ????? ?????? ??? ??????? ???? ?????? ??????? ???????? ????? ????? ???????? ??? ???? ???????? ???? ??? ?????? (???? ????? ????? ?????? ???????? ?????? ?????? ??? ??? ???? ???????)",M2,SAR,Unit Rate,27.00,
206000011,Breakdown,????? ??????? ??????? ?? ???? ???????,"Removal of objects from the overhead lines, PMT, bracket, cross arm,.. etc for specefied location (including removal of all foreign objectsfor for a maximam 10m diameter circle in same location 
????? ??????? ??????? ??????? ?? ???? ??????? ???????? ?? ?????? ?? ?????? ??????? ... ??? ??????? ?????? ?? ??? ?????? (?????? ?? ?????? ????? 10??? ??? ?????? ?????? ???? ?? ??? ???? ???? ??????)",EA,SAR,Unit Rate,112.00,
206000012,Breakdown,????? ???? ????? ???? ???? ???? ??????  ,"Levelling of an existing non-asphalted access road, including removal of sand / grass / shrubs if required, near overhead distribution lines with a maximum height of two
( 2 )  meters and a width of three ( 3 ) meters, to make the road accessable and useable. The work does not require supplying of any materials  or transporting sand to another place. The work must be documented by location coordinates and photos before and after performing the work.
( If the height of sand is more than two meters, the use of the item can be repeated in proportion to the amount of increase in height for the removed sand ) 

        ????? ???? ????? ???? ?????? ?? ?????? ???? ??????? ???????? ????? ????? ?????? ?????? ???????? ????????? ??? ?????? ????? ?????? ( 2 ??? ) ????? ( 3 ???) ??? ???? ?????? ??????? ??????? ????????? (????? ?? ????? ????? ?? ???? ??? ???? ???/????? ??????? ??????? ?? ???????? ????? ???) ????? ????? ????? ?????? ???????? ?????? ?????? ??? ??? ???? ??????? ( ?? ??? ??? ?????? ?????? ??????? ??????? ?? ??????? ???? ?? ????? ????? ????? ???????????? ????? ??? ?????? ?? ??????? ?? ??????  ???? ?????? ??????? ?? ??????? )  ",KM,SAR,Unit Rate,10809.00,
206000013,Breakdown,??? ???? ????? ???? ???? ???? ?????? ,"Making a new non-asphalted access road near overhead distribution lines with a width of (3) meters, Using stones and gravels on surface  ( the work must be documented by location coordinates and photos before and after performing the workand compaction till the road becomes accessable and useable (including supplying all required materials )
??? ???? ????? ???? ?????? ?? ?????? ???? ??????? ???????? ????? 3 ??? ???????? ????? ???????? ????? ??? ???? ?????? ??????? ????? ????????? (????? ???? ????? ?????? ???????) (???? ????? ????? ?????? ???????? ?????? ?????? ??? ??? ???? ???????)",KM,SAR,Unit Rate,15446.00,
206000014,Breakdown,????? ???? ??????,"Maintenance of overhead equipment ( pole-mounted  transformer/ autorecloser/ sectionalizer/ 3-?  voltage  regulator / capacitor  bank, MV metering Unit ( for MV Customers) on H-pole ), any voltage and size. Including checking and tightning all electrical bolted connections, checking of bonding of grounding connections, measuring of grounding resistance and improving grounding resistance where required, cleaning equipment body and all its bushings, fuse gear and tanks, spot-painting rusty spots, oil level checking and topping up / replacement if required, taking oil samples , …etc.         
????? ???? ?????? (???? ?? ???? ????? ??????????? ?? ???? ???? ?? ???? ??? ????? ??????? ?? ????? ?????? ?? ???? ???? ????? ??????? ?????? ??? ????? ??????? ??? ?????? )? ?? ???? ?? ??? ????? ?????? ??? ?????? ????????? ?????????? ??????? ????????? ??????? ????? ?????? ??????? ???????? ??? ??? ????? ?????? ??? ?????? ??? ???????? (??????? ????????? ... ???) ??????? ??????? ????? ?????? ??????? ????? ????? ??????? / ???????? ??? ?????? ???? ????? ????? ...??? ",EA,SAR,Unit Rate,776.00,
206000015,Breakdown,????? ???? ?? ??? ????? / ???? ???? ?.????? ,"Maintenance of MV pole-mounted load-break switch ( LBS ) / cable riser, any type / size. including checking and tightning all electrical bolted connections, checking of bonding of grounding connections, measuring of grounding resistance and improving grounding resistance where required, cleaning all insulators, fuse gear,lightning arresters, spot-painting rusty spots 
  ????? ???? ?? ??? ????? / ???? ???? ??? ?????? ?? ??? ??? ????, ???? ?????? ??? ?????? ????????? ?????????? ??????? ????????? ??????? ????? ?????? ??????? ???????? ??? ??? ????? ?????? ??????? ????????? ??????? ??????? ??????? ??????? ????? ??????  ...??? ",EA,SAR,Unit Rate,551.00,
206000016,Breakdown,???? ????? ?????? ???? ??????? ???? ?????? ?.???? ?.????? ( ???????? ???? ??????? )," Washing ( by contractor water jet equipment ) for one pole MV single circuit overhead line insulators as per SEC requirements
???? ????? (????? ?? ?????? ??????? ?????? ????????) ?????? ???? ??????? ???? ?????? ?????? ????? ??? ????? ??? ??????? ??????",EA,SAR,Unit Rate,307.00,
206000017,Breakdown,???? ????? ?????? ???? ??????? ???? ?????? ?.?????? ?.????? ( ???????? ???? ??????? )," Washing ( by contractor water jet equipment) for one pole  MV double circuit overhead line insulators as per SEC requirements
   ???? ????? (????? ?? ?????? ??????? ?????? ????????) ?????? ???? ??????? ???? ?????? ?????? ?????? ??? ????? ??? ??????? ??????",EA,SAR,Unit Rate,397.00,
206000018,Breakdown,???? ????? ????? ???? ??????? ???? ?????? ?.???? ?.????? ( ???????? ???? ?????? ),"Washing ( by SEC water jet equipment ) for one pole MV single circuit  overhead line insulators as per SEC requirements
???? ????? (????? ?? ?????? ??????? ?????? ???????) ????? ???? ??????? ???? ?????? ?????? ????? ??? ????? ??? ??????? ??????",EA,SAR,Unit Rate,75.00,
206000019,Breakdown,???? ????? ????? ???? ??????? ???? ?????? ?.?????? ?.????? ( ???????? ???? ?????? ),"Washing ( by SEC water jet equipment ) for one pole  MV double circuit overhead line insulators as per SEC requirements
   ???? ????? (????? ?? ?????? ??????? ?????? ???????)  ????? ???? ??????? ???? ?????? ?????? ?????? ??? ????? ??? ??????? ??????",EA,SAR,Unit Rate,105.00,
206000020,Breakdown,??? ????? ????? / ?????? ??? ?? ????? ???????? ???????? / ????????? ???????? / ????????? ???????,"Patrolling of a complete OH line ( including all components ), using binoculars, thermal cameras and digital cameras and submission of a report on the line condition as per SEC requirements 
 ??? ????? ????? / ?????? ??? ?? ????? ???? ( ????? ???? ???????? ) ???????? ???????? / ????????? ???????? / ????????? ??????? ?????? ?????? ???????? ?? ???? ???? ??? ??????? ?????? ", KM,SAR,Unit Rate,454.00,
206000021,Breakdown,??? ?????? ???? ?????? ???? ?????? ( ??????? / ??????? / ?????? ??????) ???????? ???????? / ????????? ???????? / ????????? ???????,"Field inspection of OH equipment with all its accessories ( poles / equipment/ cable riser)using binoculars, thermal cameras and digital cameras and submission of a report as per SEC requirements 
 ??? ?????? ???? ?????? ???? ?????? ????? ???????? ( ??????? / ??????? / ?????? ??????) ???????? ???????? / ????????? ???????? / ????????? ??????? ?????? ?????? ????????  ??? ??????? ??????",EA,SAR,Unit Rate,380.00,
206000022,Breakdown, ????? ?????? ????? ???? ????? ????? ??? ????? ??? ???? ,"Supplying of LV OH quadruplex flixable protection pipe on a pole 
 ????? ?????? ????? ???? ????? ????? ??? ????? ??? ???? ",M,SAR,Unit Rate,16.00,
206000023,Breakdown, ????? ?????? ????? ????????? ????? ????? ??? ????? ??? ???? ,"Supplying of LV OH quadruplex PVC protection pipe on a pole 
 ????? ?????? ????? ????????? ????? ????? ??? ????? ??? ???? ",M,SAR,Unit Rate,21.00,
206000024,Breakdown,????? ???? ( ????? ) ??? ????? ??????,"( Repairing of oil leakage for OH equipment, any size / type (excluding bushing replacement 
????? ???? ( ????? ) ??? ????? ?????? ?? ??? / ???? (?? ???? ??????? ??????)",EA,SAR,Unit Rate,323.00,
207000000,Description, ????? ????? ??????? ????????,"GROUNDING WORKS FOR OVERHEAD NETWORKS
Grounding of overhead networks including excavation, backfilling,  installation, laying, connecting of  ground wire on the pole or equipment with installation and connection of connectors, installation of grounding rods ( 1x2400mm or 2x1200mm ) originally to use 1x2400mm rod, and connecting to all accessories, inspection and measurement of ground resistance before commissioning considering the above description of construction and maintenance of distribution networks item No.(A1).  
  ????? ????? ??????? ????????    
??? ????? ??????? ???????? ????? ?? ???? ?? ????? ?????  ?????? ??????? ?????? ??????? ?????? ???????  ???????? ?????? ??? ??????? ?????? ??????? ?????? ???????? ??? ?????? ?? ?????? ???? ????? ??????? ( 1*2400?? ?? 2*1200?? ) ??????? ?? ??? ???? ???? 2400?? ?????? ?? ???? ???????? ?????? ????? ???????? ??? ??????? ??? ??????? ?????? ?? ????? ????????? ????? ??????? ?? ????? ????? ??? (A1) ????? ?????? ????? ???????",,,,,
207000001,Breakdown,????? ???? ?? ???? ?????/?????,"  Grounding of Pole by installing grounding one rod / two rods in normal / sandy soil, connecting grounding wire to both rod and the grounding terminal of the pole 
????? ???? ???? ???? / ????? ?????  ?? ???? ????? / ????? ?? ??? ??? ??????? ??????? ?????? ????? ??????  ",EA,SAR,Unit Rate,121.00,
207000002,Breakdown,????? ???? ?? ???? ?????,"  Grounding of Pole by installing grounding one rod / two rods in rocky soil ( that required the use of rocky excavation equipment ( ie. Digger )) , connecting  grounding wire to both rod and the grounding terminal of the pole
????? ???? ???? ???? / ????? ????? ?? ???? ????? ( ???? ?????? ???? ????? ????? ?????? ??? ?????? ) ?? ??? ??? ??????? ??????? ?????? ????? ?????? ",EA,SAR,Unit Rate,153.00,
207000003,Breakdown,??? ????? ??????? ????????? ???????? ???? ????? ?? ???? ?????,"Grounding of overhead poles or equipment by laying grounding wire with the specified length and  depth to achieve the required earthing resisitance in rocky soil ( that required the use of rocky excavation equipment ( ie. Digger )) where grounding rods can not be installed
??? ??????? ??????? ????????? ????????  ???? ????? ?????? ?? ??? ??????? ?????? ??????? ?????? ???? ???????? ??????? ??? ??????? ?????? ?? ?????? ??????? ( ???? ?????? ???? ????? ????? ?????? ??? ?????? ) ????? ????? ??? ????? ??????? ????",M,SAR,Unit Rate,8.00,
207000004,Breakdown,????? ???? ?????? ????? ?? ???? ????? ??? ????/?????? ???? ?????/?????,"Grounding of pole-mounted equipment with (control or LV panel )  installed on single pole or H-frame or operating arm by the use of four (4) grounding rods, including making and installation the grounding mesh under the equipment, and connect it to grounding wires and rods as per SEC specifications , including all required laying and connections with equipment body and other accessories ( lightning arresters, MV fuse cutout and  metallic structure and LV / control panel...etc ), with pole grounding stud, at normal / sandy soil
????? ???? ?????? ????? ( ???? ?? ??? ????? ) ?? ???? ????? ????? ??? ???? ?? ?????? ???????? ????? ( 4 ) ?????  ????? ????? ??? ???? ?? ??? ??????? ??? ??????? ?????? ?? ??? ?????? ??????? ??? ??????? ??????? ???? ???? ????????? ???????? ?? ??? ?????? ????????? ?????? (?????? ??????? ??????? ????? ??????? ??????? ??????? ?????? ?????? ?????? ???????...???)? ?? ??? ??? ??????? ????? ????? ??????  ?? ???? ????? / ?????",EA,SAR,Unit Rate,367.00,
207000005,Breakdown,????? ???? ?????? ????? ?? ???? ????? ??? ????/?????? ???? ?????,"Grounding of pole-mounted equipment with (control or LV panel )  installed on single pole or H-frame or operating arm by the use of four (4 ) grounding rods, including making and installation the grounding mesh under the equipment, and connect it to grounding wires and rods as per SEC specifications , including all required laying and connections with equipment body and other accessories ( lightning arresters, MV fuse cutout and  metallic structure and LV / control panel...etc ), with pole grounding stud, at rocky soil ( that required the use of rocky excavtion equipment ( ie. Digger )) 
????? ???? ?????? ????? ( ???? ?? ??? ????? ) ?? ???? ????? ????? ??? ???? ?? ?????? ???????? ????? ( 4 ) ?????  ????? ????? ??? ???? ?? ??? ??????? ??? ??????? ?????? ?? ??? ?????? ??????? ??? ??????? ??????? ???? ???? ????????? ???????? ?? ??? ?????? ????????? ?????? (?????? ??????? ??????? ????? ???????  ??????? ??????? ?????? ?????? ?????? (???????...???)? ?? ??? ??? ??????? ????? ????? ??????  ?? ???? ????? ( ???? ?????? ???? ????? ????? ?????? ??? ?????? )",EA,SAR,Unit Rate,485.00,
207000006,Breakdown,????? ???? ?????? ????? ??? ???? ?? ?????? / ???? ???? ???? ????? / ?????,"Grounding of pole-mounted equipment installed on single pole or H-frame / cable riser using four (4 ) grounding rods, including laying of conductors, connections to equipment body and other accessories ( lightning arresters, MV fuse cutout, metallic structure...etc ), with pole grounding stud, at normal / sandy soil.
????? ???? ?????? ????? ??? ???? ?? ?????? / ???? ???? ???????? ????? 4 ?????  ????? ???? ???? ????????? ???????? ?? ??? ?????? ????????? ?????? (?????? ??????? ??????? ????? ???????  ??????? ??????? ...???)? ?? ??? ??? ??????? ????? ????? ??????  ?? ???? ????? / ?????",EA,SAR,Unit Rate,334.00,
207000007,Breakdown,????? ???? ?????? ???????? ???? ?? ?????? / ???? ???? ???? ?????,"Grounding of pole-mounted equipment installed on single pole or H-frame / cable riser using four (4 ) grounding rods, including laying of conductors, connections to equipment body and other accessories ( lightning arresters, MV fuse cutout, metallic structure...etc ), with pole grounding stud, in rocky ( that required the use of rocky excavtion equipment ( ie. Digger ))
????? ???? ?????? ????? ??? ???? ?? ?????? / ???? ???? ???????? ????? 4 ?????  ?????  ???? ???? ????????? ???????? ?? ??? ?????? ????????? ?????? (?????? ??????? ??????? ????? ???????  ??????? ??????? ...???)? ?? ??? ??? ??????? ????? ????? ??????  ?? (???? ?????  (???? ?????? ???? ????? ????? ?????? ??? ?????? ",EA,SAR,Unit Rate,421.00,
207000008,Breakdown,??? ???? ?? ??? ??????? ?? ???? ?????,"Installation of grounding mesh burried under equipment and connecting it to grounding wires and rods for existing pole-mounted equipment in normal / sandy soil as per SEC specifications and requirements
??? ???? ?? ??? ??????? ?????? ?? ??? ?????? ??????? ??? ??????? ??????? ??????? ??? ????? ?? ???? ????? /  ????? ??? ??????? ???????? ??????",EA,SAR,Unit Rate,194.00,
207000009,Breakdown,??? ???? ?? ??? ??????? ?? ???? ?????,"Installation of grounding mesh burried under equipment and connecting it to grounding wires and rods for existing pole-mounted equipment in in rocky soil ( that required the use of rocky excavation equipment ( ie. Digger )) as per SEC specifications and requirements.
??? ???? ?? ??? ??????? ?????? ?? ??? ?????? ??????? ??? ??????? ??????? ??????? ??? ????? ?? ????  ????? ( ???? ?????? ???? ????? ????? ?????? ??? ??????)  ??? ??????? ???????? ??????",EA,SAR,Unit Rate,245.00,
300000000,Description,????? ??????? ???????,"UNDERGROUND NETWORKS WORKS
Considering the above description of construction and maintenance of distribution networks item No.(A1) 
????? ??????? ???????
 ?? ????? ????????? ????? ??????? ?? ????? ????? ??? ( A1 ) ????? ?????? ????? ??????? ",,,,,
301000000,Description,???????? ?????? ????? ?????,"EXCAVATION, BACKFILLING AND COMPACTION   
 Excavation, backfilling and compaction works including cutting asphalt in smooth and straight way , breaking and removal of asphalt  from trench route, excavation with the required depth as per SEC specifications and disposal of excavated materials and removed asphalt to the designated dumping areas,supplying ,providing and laying of clean sand cushion at bottom of trench / over cables,  warning tape (one tape for each cable depending on the number of cables laid in the trench), supplying approved backfilling materials as per specifications and compaction with different thick layers,according to Municipality and MOT ...etc standards and as agreed with the company excluding re-asphalting works
???????? ?????? ????? ????? 
????? ????? ?????? ????? ????? ????? ??? ????? ???????? ????????? ??????? ???? ???? ??????? ???? ???? ?????? ?????? ?????? ??????? ??? ??????? ?????? ???? ????? ????? ???????? ???????? ?? ???? ????????? ?? ????? ???? ???? ????? ?????? ??? ???? ???????? ??????? ???? ?????? ?????? ??? ???? ????? ???? ??? ???? ??? ??? ???????? ??????? ????????? ?????? ???? ?????? ???????? ??? ????????? ??????? ???? ???????? ????? ??? ????? ??????? ?????? ??? ??????? ???????? ????????? ?????? ????? ?????? ???? ?? ??? ??????? ???? ?? ??????.  ????? ?? ???? ????? ???????    ",,,,,
301010000,Description,???????? ?????? ????? ????? ??????? ????? ??????? ???????? ( ???????? ???????? ) ," EXCAVATION, BACKFILLING AND COMPACTION FOR LV/MV CABLES ( OPEN TRENCH )
(???????? ?????? ????? ????? ??????? ????? ??????? ????????  ( ???????? ???????? ",,,,,
301010100,Description,???????? ?????? ????? ????? ??????? ????? ??????? ( ???????? ???????? ) ," EXCAVATION, BACKFILLING AND COMPACTION FOR LV CABLES ( OPEN TRENCH )
( ???????? ?????? ????? ????? ??????? ????? ???????  ( ???????? ???????? ",,,,,
301010101,Breakdown,??????????? ? ????? ?????? ???? ????? ????? ???? ?? (1) ??? (3) ???? ???? ?????/????? ? ??????,"Excavation a trench for one (1) to three (3) LV cables ,and backfilling and compaction with the same excavated materials at normal / sandy soil at UNFINISHED / ROUGH AREAS (no requirements from Municipality / MOT)
??????????? ??? ????? ?????? ???? ????? ????? ???? ?? ???? (1) ??? ????? (3 ) ?????? ?? ???? ????? / ????? ??? ?????? ( ????? ??? ??? ???????? ????? ?? ??????? / ????? ????? ?????? )",M,SAR,Unit Rate,45.00,
301010102,Breakdown,??????????? ? ????? ?????? ???? ????? ????? ???? (4) ???? ???? ?????/????? ? ??????,"Excavation a trench for four (4) LV cables ,and backfilling and compaction with the same excavated materials at normal / sandy soil at UNFINISHED / ROUGH AREAS (no requirements from Municipality / MOT)
 ??????????? ??? ????? ?????? ??? ????? ????? ???? ????? (4) ?????? ?? ???? ????? / ????? ??? ?????? ( ????? ??? ??? ???????? ????? ?? ??????? / ????? ????? ?????? ) ",M,SAR,Unit Rate,58.00,
301010103,Breakdown,??????????? ? ????? ?????? ???? ????? ????? ???? ?? (1) ??? (3 ) ???? ???? ?????/ ????? ??????,"Excavation a trench for one (1) to three (3) LV cables ,and backfilling and compaction with the same excavated materials at asphalted normal / sandy soil at FINISHED AREAS (no requirements from Municipality / MOT)
??????????? ??? ????? ?????? ???? ????? ????? ???? ?? ???? (1) ??? ????? (3 ) ?????? ?? ???? ????? / ????? ?????? ( ????? ??? ??? ???????? ????? ?? ??????? / ????? ????? ? ????? ) ",M,SAR,Unit Rate,51.00,
301010104,Breakdown,??????????? ? ????? ?????? ???? ????? ????? ???? (4) ???? ???? ?????/????? ??????,"Excavation a trench for four (4) LV cables ,and backfilling and compaction with the same excavated materials at asphalted normal / sandy soil at FINISHED AREAS (no requirements from Municipality / MOT)
??????????? ??? ????? ?????? ???? ????? ????? ???? ????? (4) ?????? ?? ???? ????? / ????? ?????? ( ????? ??? ??? ???????? ????? ?? ??????? / ????? ????? ? ????? ) ",M,SAR,Unit Rate,65.00,
301010105,Breakdown,??????????? ? ????? ?????? ???????? ???? ???? ????? ???? ?? (1) ??? (3 ) ???? ???? ?????/ ????? ? ?????? ??? ???????? ???????,"Excavation a trench for one (1) to three (3) LV cables ,and backfilling and compaction with new backfilling materials (as per Municipality requirements) at normal / sandy soil at UNFINISHED / ROUGH AREAS
 ?????? ???? ???? ??? ????? ???? ?? ???? (1) ??? ????? (3 ) ?????? ?? ???? ????? / ????? ??? ?????? ?????? ????? ????? ???????? ???? ???? ????? ??? ???????? ???????",M,SAR,Unit Rate,54.00,
