,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
"Riyadh City Electricity Department
Schedule ""C"" - Pricing Attachment",,,,,,RFx No. 4000069347,,
,,,,,,,,
??? ?????,??? ?????,?????????? ???????,?????????? ?????? ,??????,??????,??? ?????,??? ??????,??????
Item ,Line type ,Short Description ,Long Description,UOM ,Currency,Payment Type,Unit Price           ,QTY
A1,Description,"????? ?????? ????? ???????
","CONSTRUCTION AND MAINTENANCE OF DISTRIBUTION NETWORKS  
   Including providing all necessary manpower, equipment and tools to loading and transporting materials from any designated warehouse by company to work site and perform the work as per the scope of  work and companystandards including getting all required(R.O.W) and permissions to perform the required works and payment of related fees, preparing, updating and submitting of the drawings "" As Built "" on hard and electronic copies, including definition of coordinates, data and photos of related equipment, cables, poles and meters  with at least two digital photos of equpment using SEC unified geographical information system format (ArcGIS/ArcFM) and attributes compatible with Unified Data Model (UDM) and location accuracy of 25 cm and with full compliance of occupational safety and health requirements as per SEC requirments . The statement in this item is applied to all contract items mentioned blow
309020301,Breakdown, ??????? ???? ????? ??????/ ???? ???? ????? ?????????/ ?????? ????? ???? ?.????? ,"Replacement of any type MV RMU or Metering Unit for Bulk consumer,( stand alone or Metered RMU )  or MV Auto Transfer Switch 
 ??????? ???? ????? ?????? ?? ??? ?? ???? ???? ????? ????????? ( ?????? ?? ????? ????? ????? ) ?? ?????? ????? ???? ????? ??????? ",EA,SAR,Unit Rate,707.00,
309020302,Breakdown, ??????? ????? ???? ??????? ????/???? ?.????? ,"Replacement of MV, one leg Extensible Oil or SF6 switchgear  
 ??????? ????? ???? ??????? ???? ?? ???? ??? ?????  ( ???? ????? )",EA,SAR,Unit Rate,509.00,
309020303,Breakdown,??????? ???? ?????? (????/?????/???/???? ????) ?.????? ??????? ?????? ????? ??????? ,"Replacement of MV indoor switchgear ( circuit breaker / LBS switch / bus coupler / Metering panel ) for Extensible switchgear ( group ) 
??????? ???? ?????? ( ???? / ????? / ??? / ???? ???? ) ??? ????? ??????? ?????? ????? ??????? ",EA,SAR,Unit Rate,524.00,
309020400,Description,??????? ?????? ?????? ??????? ????? ?????? ??????? ????? ??????? ???????," REPLACEMENT OF MV UG SINGLE/ DUAL VOLTAGE DISTRIBUTION TRANSFORMERS AND SUBSTATIONS
 Removal and Installation of MV UG Single / Dual Voltage distribution Transformers and substation on prepared indoor or outdoor foundations, including removal and installation of shipping covers , levelling and fixing of the equipment and all accessories with supplying and installation of fixing screws and close opening holes, and connecting / diconnecting all cables , connecting / diconnecting of earthing and fixing all parts ( in the same site ),replacement of cold/heat shrinkable boots if required with supplying and installation of plates by engrave numbers and capacity of equipment on plates, installation of  danger and COMPANY monogram plates, plant tags and pre-commissioning tests, etc.  Also Including receiving and returning equipment and surplus materials from / to COMPANY warehouse,  including excavations backfilling and reinstatement works if required, with cleaning and returning of removed materials to Company warehouse / reversing  / scrap area  as  per SEC requirments considering documentation of all removed and returned materials if required, including dumping of equipment oil if required as per SEC requiremints ( excluding new terminations, jointing, grounding works and replacement of concrete foundations )         
??????? ?????? ?????? ??????? ????? ?????? ??????? ????? ??????? ???????
?? ?????? ?????? ?????? ??????? ????? ??????? ??????? ?????? ?? ?????? ????? ??? ?????  ?????? ?? ???? ???? ????? ?? ?????? ??????? ?????? ???? ?????? ? ???????? ?? ????? ?????? ?????? ????? ?????? ?????? ??????? ???? ?????? ???? ???????? ???? ?????? ????? ????? ?????? ????? ??????? ?????? ???? ??????? ( ?? ??? ?????? )? ???????? ???? ???????? ??????? ???????? ??? ?????? ?????? ?????? ???? ????? ????? ??? ???? ??????? ?????? ????? ????? ????? ??????  ?????? ??????? ????? ???? ?????? ?????? ??????? ??????? ??????? ?? ? ??? ???????? ??????  ??? ?? ??? ????? ?????? ???? ???????? ?? ??? ???????  ...??? ?????  ????? ?????? ??????? ???????? ?????????? ?? ???? ?????? / ??????? ???? ??????? ?????? ?????? ?? ????? ???? ?????? ??????? ????????? ???? ?????? ?????? ???????? ?? ????? ?????? ??? ??? ?????? ??? ?????? ????? ????? ????? ??? ?????? ???? ??????? ?????? ( ????? ?? ???? ??? ???????? ??????? ?????? ?????? ?????? ??????? ??????? ???????? ??????? ????????? ) ",,,,,
309020401,Breakdown,??????? ???? ???? ????<=1000?.?.?,"Replacement of any pad mounted transformer, with other transformer up to and including 1000 KVA   
??????? ?? ???? ???? ???? ??? ??? ????? 1000 ?.?.?",EA,SAR,Unit Rate,1363.00,
309020402,Breakdown,??????? ???? ???? ???? >1000<=1500?.?.?,"Replacement of any pad mounted transformer, with other transformer above 1000KVA up to and including 1500 KVA      
??????? ?? ???? ???? ???? ???? ?? 1000 ??? ????? 1500 ?.?.?",EA,SAR,Unit Rate,1488.00,
309020403,Breakdown, ??????? ?? ???? ???? ????? ???? ?? ???," Replacement of any size pad mounted transformer with any size unit S/S
 ??????? ?? ???? ????  ????? ???? ?? ???",EA,SAR,Unit Rate,1633.00,
309020404,Breakdown,??????? ?? ???? ???? ????? <=1000?.?.?,"Replacement of any  unit S/S with other unit S/S , up to and including 1000 KVA   
??????? ?? ???? ???? ????? ??? ??? ????? 1000 ?.?.?",EA,SAR,Unit Rate,1783.00,
309020405,Breakdown,??????? ?? ???? ???? ????? >1000<=1500?.?.?,"Replacement of any Unit S/S with other Unit S/S, above 1000KVA up to and including 1500 KVA 
??????? ?? ???? ????  ????? ???? ?? 1000 ??? ????? ??? 1500 ?.?.?",EA,SAR,Unit Rate,1989.00,
309020406,Breakdown,??????? ???? ????? (?????) ????? ????? (?????) ?? ????? ???? ?? ???," Replacement of any Compact (Package) S/S with any other Compact (Package) S/S or unit S/S, any size including removal of concrete foundations if required  
??????? ???? ????? (?????) ????? ????? (?????) ?? ????? ???? ?? ??? ????? ????? ??????? ????????? ??? ??????",EA,SAR,Unit Rate,2613.00,
309020500,Description,????? / ??? ?? ??? ??????? ??????? ?????? ????? ???????? ????? ??????? ??????? ?????? ?? ?????? 50 ???,"RELOCATION / RAISING OR LOWERING OF MV UG RMU'S AND SWITCHGEARS WITHIN A DISTANCE OF 50M 
     Removal and Installation of same MV UG Switchgears on prepared indoor or outdoor foundations, including removal and installation of shipping covers and bolts, levelling and fixing of the equipment and all accessories with supplying and installation of fixing screws and close opening holes, and connecting / diconnecting all cables for electrical, mechanical and control connections (including removal / reinstallation  and connection / diconnection  of communication and control works for smart Switchgears ) and connection of busbars and termination boxes, connecting / diconnecting of earthing and fixing all parts ( within a distance of 50m ),replacement of cold/heat shrinkable boots if required and MV fuses, diconnection and connection of EFI, etc .  Also Including receiving and returning equipments and surplus materials from / to COMPANY warehouse,  including excavations, backfilling, reinstatement works and supplying backfilling materials if required and pre-commissioning tests, etc. with cleaning and  returning  of removed materials to Company warehouse / reversing / scrap area ( including removal of existing foundation if required ) as per SEC requirments considering documentation of all removed and returned materials if required ( excluding new terminations, jointing and grounding works and excavation for new cables laying ) 
????? / ??? ?? ??? ??????? ??????? ?????? ????? ???????? ????? ??????? ??????? ?????? ?? ?????? 50 ???
?? ?????? ??? ??????? ??????? ?????? ????? ???????? ????? ??????? ??????? ??? ?????  ?????? ?? ???? ???? ????? ?? ?????? ????? ??????? ?????? ???? ?????? ????????? ?? ????? ?????? ?????? ????? ?????? ?????? ??????? ???? ?????? ???? ????????  ????? ????????? ??????????? ??????? ( ????? ?? ?????? ????? ?????? ????????? ??????? ?? ??? ??????? ??????? ?????? ) ???? ??????? ??????? ???????? ???? ?????? ????? ????? ?????? ????? ??????? ? ????? ???? ??????? (?????? ?? ?????? 50 ??? )? ???????? ???? ???????? ??????? ???????? ??? ?????? ?????????? ???? ?????? ???? ????? ?????? .... ???  ????? ???? ?????? ?????? ??????? ??????? ??????? ?? ???? ???????? ?????? ??? ?? ??? ????? ?????? ????? ?????? ???? ?????? ??? ?????? ???? ???????? ?? ??? ???????  ...??? ?????  ????? ?????? ??????? ???????? ?????????? ?? ???? ?????? / ??????? ???? ???????  ?????? ?????? ?? ????? ???? ?????? ??????? ????????? ???? ?????? ?????? ???????? ( ?????? ??????? ??????? ??? ?????? ) ?? ????? ?????? ??? ??? ?????? ??? ?????? ( ????? ?? ???? ???  ???????? ??????? ??????  ?????? ?????? ??????? ??????? ?????? ???????? ????????? ???????",,,,,
309020501,Breakdown,????? ???? ????? ??????/???? ???? ????? ?????????/?????? ?????? ????? ???????/?????? ????? ???? ?.????? ???? ????? ??????? ,"Relocation of MV, any type RMU or Metering Unit for Bulk consumer,( stand alone or Metered RMU ) or  Extensible switchgear ( group ) or Auto Transfer Switch or any similar equipment , ( without relocation of the concrete foundation )
 ????? ???? ????? ?????? ?? ??? ?? ???? ???? ????? ????????? ( ?????? ?? ????? ????? ????? ) ?? ?????? ?????? ????? ??????? ?? ?????? ????? ???? ????? ??????? ?? ?? ??????? ( ???? ????? ??????? ????????? )",EA,SAR,Unit Rate,742.00,
309020502,Breakdown,????? ???? ????? ??????/???? ???? ????? ?????????/?????? ?????? ????? ???????/?????? ????? ???? ?.????? ?? ????? ??????? ,"Relocation of MV, any type RMU  or Metering Unit for Bulk consumer,( stand alone or Metered RMU ) or Extensible switchgear ( group ) or Auto Transfer Switch or any similar equipment ( with relocation of the concrete foundation )
  ????? ???? ????? ?????? ?? ??? ?? ???? ???? ????? ????????? ( ?????? ?? ????? ????? ????? ) ?? ?????? ?????? ????? ??????? ?? ?????? ????? ???? ????? ??????? ?? ?? ??????? (?? ????? ??????? ?????????) ",EA,SAR,Unit Rate,964.00,
309020503,Breakdown,??? ?? ???/????? ????? ???? ????? ??????/???? ???? ????? ?????????/?????? ?????? ????? ???????/?????? ????? ???? ?.????? ?? ??????? ?????????? ,"Raising or lowering or level adjustment of MV, any type RMU  or Metering Unit for Bulk consumer,( stand alone or Metered RMU ) or Extensible switchgear ( group ) or Auto Transfer Switch or any similar equipment ( with raising or lowering or level adjustment of the concrete foundation )
 ??? ?? ??? ?? ????? ????? ???? ????? ?????? ?? ??? ?? ???? ???? ????? ????????? ( ?????? ?? ????? ????? ????? ) ?? ?????? (?????? ????? ??????? ?? ?????? ????? ???? ????? ??????? ?? ?? ??????? ( ?? ??? ?? ??? ?? ????? ????? ??????? ????????? )",EA,SAR,Unit Rate,819.00,
309020600,Description,????? / ??? ?? ??? ?????? ?????? ??????? ????? ?????? ??????? ????? ??????? ??????? ?????? ?? ?????? 50 ???,"RELOCATION / RAISING OR LOWERING OF  MV UG SINGLE/ DUAL VOLTAGE DISTRIBUTION TRANSFORMERS AND SUBSTATIONS WITHIN A DISTANCE OF 50M 
 Removal and Installation of same MV UG Single / Dual Voltage distribution Transformers and substations on prepared indoor or outdoor foundations, including removal and installation of shipping covers and bolts, levelling and fixing of the equipment and all accessories with supplying and installation of fixing screws and close opening holes, connecting / diconnecting all cables, connecting / diconnecting of earthing and fixing all parts (  within a distance of 50m ),replacement of cold/heat shrinkable boots if required, Also Including receiving and returning equipment and surplus materials from / to COMPANY warehouse,  including excavations , backfilling , reinstatement works and supplying backfilling materials if required and pre-commissioning tests, etc. with cleaning and  returning  of removed materials to Company warehouse / reversing  / scrap area  as  per SEC requirments considering documentation of all removed and returned materials if required ( excluding new terminations, jointing and grounding works and excavation for new cables laying ) 
 ????? / ??? ?? ??? ?????? ?????? ??????? ????? ?????? ??????? ????? ??????? ??????? ?????? ?? ?????? 50 ???
?? ?????? ??? ?????? ?????? ??????? ????? ??????? ??????? ?????? ?? ?????? ????? ??? ????? ?????? ?? ???? ???? ????? ?? ?????? ????? ??????? ?????? ???? ?????? ????????? ?? ????? ?????? ?????? ????? ?????? ?????? ??????? ???? ?????? ???? ???????? ???? ?????? ????? ????? ?????? ????? ??????? ? ????? ???? ??????? ( ?????? ?? ?????? 50 ??? )? ???????? ???? ???????? ??????? ???????? ??? ?????? ????? ???? ?????? ?????? ??????? ??????? ??????? ?? ? ??? ???????? ??????  ??? ?? ??? ????? ?????? ????? ?????? ???? ?????? ??? ?????? ???? ???????? ?? ??? ???????  ...??? ?????  ????? ?????? ??????? ???????? ?????????? ?? ???? ?????? / ??????? ???? ??????? ?????? ?????? ?? ????? ???? ?????? ??????? ????????? ???? ?????? ?????? ???????? ?? ????? ?????? ??? ??? ?????? ??? ?????? ( ????? ?? ???? ???  ???????? ??????? ?????? ?????? ?????? ??????? ??????? ?????? ???????? ????????? ??????? )",,,,,
309020601,Breakdown,????? ???? ???? ??? ????? 1000 ? .?.? ???? ????? ???????,"Relocation of pad mounted transformer up to and including 1000 Kva, ( without relocation of the  concrete foundation )  
  ????? ???? ???? ??? ????? 1000 ? .?.?  ???? ????? ??????? ?????????",EA,SAR,Unit Rate,1431.00,
309020602,Breakdown,????? ???? ???? ??? ????? 1000 ? .?.? ?? ????? ???????,"Relocation of pad mounted transformer up to and including 1000 Kva, ( with relocation of the concrete foundation )   
  ????? ???? ???? ??? ????? 1000 ? .?.? ?? ????? ??????? ?????????",EA,SAR,Unit Rate,1729.00,
309020603,Breakdown,????? ???? ???? ??? >1000<=1500?.?.? ???? ????? ???????,"Relocation of pad mounted transformer above 1000 Kva  up to and including 1500 Kva, ( without relocation of the concrete foundation )    
  ????? ???? ???? ???? ?? 1000 ??? ????? 1500?. ?. ? ???? ????? ??????? ?????????",EA,SAR,Unit Rate,1562.00,
309020604,Breakdown,????? ???? ???? ??? >1000<=1500?.?.? ?? ????? ???????," Relocation of pad mounted transformer above 1000 Kva  up to and including 1500 Kva, ( with relocation of the concrete foundation )   
  ????? ???? ???? ???? ?? 1000 ??? ????? 1500?. ?. ? ?? ????? ??????? ?????????",EA,SAR,Unit Rate,2041.00,
309020605,Breakdown,??? ?? ??? ?? ????? ????? ????? ???? ?? ??? ?? ???????,"Raising or lowering or level adjustment of any size pad mounted transformer ( with raising or lowering or level adjustment of the concrete foundation )  
??? ?? ??? ?? ????? ????? ????? ???? ?? ??? ????? ??? ?? ??? ?? ????? ????? ??????? ?????????",EA,SAR,Unit Rate,1744.00,
309020606,Breakdown,????? ???? ???? ??? <= 1000 ?.?.? ???? ????? ???????,"Relocation of Unit S/S up to and including 1000 Kva, ( without relocation of the concrete foundation ) 
 ????? ???? ???? ??? ????? ??? 1000 ? .?.? ???? ????? ??????? ?????????",EA,SAR,Unit Rate,1872.00,
309020607,Breakdown,????? ???? ???? ??? <= 1000 ?.?.? ?? ????? ???????,"Relocation of Unit  S/S up to and including 1000 Kva, ( with relocation of the concrete foundation ) 
 ????? ???? ???? ??? ????? ??? 1000 ? .?.? ?? ????? ??????? ?????????",EA,SAR,Unit Rate,2289.00,
309020608,Breakdown,????? ???? ???? ??? >1000<=1500?.?.? ???? ????? ???????,"Relocation of Unit S/S above 1000 Kva up to and including 1500 Kva, ( without relocation of the concrete foundation )   
 ????? ???? ???? ??? ???? ?? 1000 ??? ????? 1500 ?. ?. ? ???? ????? ??????? ?????????",EA,SAR,Unit Rate,2089.00,
309020609,Breakdown,????? ???? ???? ??? >1000<=1500?.?.? ?? ????? ???????,"Relocation of Unit S/S above 1000 Kva up to and including 1500 Kva, ( with relocation of the concrete foundation )
 ????? ???? ???? ??? ???? ??  1000 ??? ????? 1500 ?. ?. ? ?? ????? ??????? ?????????",EA,SAR,Unit Rate,2744.00,
309020610,Breakdown,??? ?? ??? ?? ????? ????? ????? ???? ?? ??? ?? ???????,"Raising or lowering or level adjustment  of any size Unit S/S ( with Raising or lowering or level adjustment of concrete foundation )  
??? ?? ??? ?? ????? ????? ????? ???? ?? ??? ?????? ??? ?? ??? ?? ????? ????? ??????? ?????????",EA,SAR,Unit Rate,2262.00,
309020611,Breakdown,????? ???? ????? (?????) ??? <= 1000 ?.?.? ???? ????? ???????,"Relocation of Compact (Package) S/S up to and including 1000 Kva ,( without relocation of concrete foundation )    
 ????? ???? ????? (?????) ??? ????? ??? 1000 ? .?.? ???? ????? ??????? ?????????",EA,SAR,Unit Rate,1965.00,
309020612,Breakdown,????? ???? ????? (?????) ??? <= 1000 ?.?.? ?? ????? ???????,"Relocation of Compact (Package) S/S up to and including 1000 Kva ,( with relocation of concrete foundation )            
 ????? ???? ????? (?????) ??? ????? ??? 1000 ? .?.? ?? ????? ??????? ?????????",EA,SAR,Unit Rate,2681.00,
309020613,Breakdown,????? ???? ????? (?????) ??? >1000<=1500?.?.? ???? ????? ???????,"Relocation of Compact (Package) S/S above 1000 Kva up to and including 1500 Kva, ( without relocation of concrete foundation )
 ?????  ???? ????? (?????) ??? ???? ??  1000 ??? ?????  1500?. ?. ? ???? ????? ??????? ?????????",EA,SAR,Unit Rate,2193.00,
309020614,Breakdown,????? ???? ????? (?????) ??? >1000<=1500?.?.? ?? ????? ???????,"Relocation of Compact (Package) S/S above 1000 Kva up to and including 1500 Kva, ( with relocation of the concrete foundation ) 
 ?????  ???? ????? (?????) ??? ???? ??  1000 ??? ????? 1500 ?. ?. ? ?? ????? ??????? ?????????",EA,SAR,Unit Rate,3102.00,
309020615,Breakdown,????? ???? ????? (?????) ??? 2500 ?.?.? ? ????? ???? ????? ??????? ?????????,"Relocation of Compact ( Package ) S/S,  2500 Kva ,33/13.8 Kv ,( without relocation of the  concrete foundation )
 ????? ???? ????? (?????) ??? 2500 ?.?.? ??? 33 /13.8 ?.? ???? ????? ??????? ?????????",EA,SAR,Unit Rate,2882.00,
309020616,Breakdown,????? ???? ????? (?????) ??? 2500 ?.?.? ?.????? ?? ????? ???????,"Relocation of Compact ( Package ) S/S 2500 Kva ,33/13.8 Kv ,( with relocation of the concrete foundation )
 ????? ???? ????? (?????) ??? 2500 ?.?.? ??? 33 /13.8 ?.? ?? ????? ??????? ?????????",EA,SAR,Unit Rate,3744.00,
309020617,Breakdown,??? ?? ??? ?? ????? ????? ????? ????? (?????) ?? ???? ?? ???????," Raising or lowering or level adjustment  of any size Compact (Package) S/S ( with raising or lowering or level adjustment of the concrete foundation )  
 ??? ?? ??? ?? ????? ????? ????? ????? (?????) ?? ??? ????? ??? ?? ??? ?? ????? ????? ??????? ?????????   ",EA,SAR,Unit Rate,2518.00,
309020700,Description,????? ??????? ??????? ?????? ????? ???????? ????? ??????? ???????," REMOVAL OF MV UG RMU'S AND SWITCHGEARS
Removal of MV UG Switchgears on prepared indoor or outdoor foundations with its accessories from the site, including all necessary disconnection, removal, excavation, backfilling, supplying back filling materials if required, reinstatement of the damaged surfaces works and restoring previous setup, with cleaning and  returning  of removed materials to Company warehouse / reversing / scrap area as  per SEC requirments considering documentation of all removed and returned materials as required including  removal / transferring of debris / surplus materials to specefied dumping area and cleaning the site , cutting, sealing and buring the cables with required depth as per SEC requirments including dumping of equipment oil if required as per SEC requiremints.
????? ??????? ??????? ?????? ????? ???????? ????? ??????? ???????
 ????? ??????? ??????? ?????? ????? ???????? ????? ??????? ??????? ??? ????? ?????? ?? ???? ???? ????????? ?? ?????? ?????? ??? ???? ?? ????? ????? ????? ????????? ?????? ????? ?????? ???? ?????? ??? ?????? ?????? ?????? ?????? ?????? ?????? ???? ??? ?????? ?? ????? ?????? ??????? ???????? ?????????? ?? ???? ?????? / ??????? ???? ??????? ?????? ?????? ?? ????? ???? ?????? ??????? ????????? ???? ????? ????? ?????? ???????? ?? ????? ?????? ??? ??? ?????? ????? ????? ????? ??? ?????? ???? ?????? ???? ???????? ?????? ??????? ???? ??????? ??????  ",,,,,
309020701,Breakdown,????? ???? ????? ??????/???? ???? ????? ?????????/?????? ?????? ????? ???????/?????? ????? ???? ?.????? ???? ????? ???????,"Removal of MV, any type RMU  or Metering Unit for Bulk consumer,( stand alone or Metered RMU ) or  Extensible switchgear ( group ) or Auto Transfer Switch or any similar equipment, ( without relocation of concrete foundation ) 
 ????? ???? ????? ?????? ?? ??? ?? ???? ???? ????? ????????? ( ?????? ?? ????? ????? ????? ) ?? ?????? ?????? ????? ??????? ?? ?????? ????? ???? ????? ??????? ?? ?? ??????? ( ???? ????? ??????? ????????? )",EA,SAR,Unit Rate,443.00,
309020702,Breakdown,????? ???? ????? ??????/???? ???? ????? ?????????/?????? ?????? ????? ???????/?????? ????? ???? ?.????? ?? ????? ???????,"Removal of MV, any type RMU or Metering Unit for Bulk consumer,( stand alone or Metered RMU ) or  Extensible switchgear ( group ) any type or Auto Transfer Switchor any similar equipment, ( with removal of the concrete foundation ) 
????? ???? ????? ?????? ?? ??? ?? ???? ???? ????? ????????? ( ?????? ?? ????? ????? ????? ) ?? ?????? ?????? ????? ??????? ?? ??? ?? ?????? ????? ???? ????? ??????? ?? ?? ??????? ( ?? ????? ??????? ????????? )",EA,SAR,Unit Rate,590.00,
309020703,Breakdown,????? ???? ?????? (????/?????/???/???? ????) ?.????? ??????? ?????? ????? ??????? ,"Removal of MV indoor switchgear ( circuit breaker / LBS switch / bus coupler / Metering panel ) for Extensible switchgear ( group ) 
????? ???? ?????? ( ???? / ????? / ??? / ???? ???? ) ??? ????? ??????? ?????? ????? ??????? ",EA,SAR,Unit Rate,316.00,
309020800,Description,????? ?????? ?????? ??????? ????? ?????? ??????? ????? ??????? ???????,"REMOVAL OF  MV UG SINGLE/ DUAL VOLTAGE DISTRIBUTION TRANSFORMERS AND SUBSTATIONS
Removal of MV UG Single / Dual Voltage distribution Transformers and substations on prepared indoor or outdoor foundations with its accessories from the site, including all necessary disconnection,  removal,  excavation, backfilling, supplying back filling materials if required, reinstatement of the damaged surfaces works and restoring previous setup, with cleaning and  returning  of removed materials to Company warehouse / reversing  / scrap area  as  per SEC requirments considering documentation of all removed and returned materials as required including  removal / transferring of debris / surplus materials to specefied dumping area and cleaning the site, cutting, sealing and buring the cables with required depth as per SEC requirments including dumping of equipment oil if required as per SEC requiremints.
????? ?????? ?????? ??????? ????? ?????? ??????? ????? ??????? ???????
   ????? ?????? ?????? ??????? ????? ??????? ??????? ?????? ?? ?????? ????? ??? ????? ?????? ?? ???? ???? ????????? ?? ?????? ?????? ??? ???? ?? ????? ????? ????? ????????? ?????? ????? ?????? ???? ?????? ??? ?????? ?????? ?????? ?????? ?????? ?????? ???? ??? ?????. ?? ????? ?????? ??????? ???????? ?????????? ?? ???? ?????? / ??????? ???? ???????  ?????? ?????? ?? ????? ???? ?????? ??????? ????????? ???? ????? ????? ?????? ???????? ?? ????? ?????? ??? ??? ?????? ????? ????? ????? ??? ?????? ???? ?????? ???? ???????? ?????? ??????? ???? ??????? ??????",,,,,
309020801,Breakdown,????? ???? ???? ??? <= 1500 ?.?.? ???? ????? ???????,"Removal of pad mounted Transformer up to and including 1500 KVA , ( without removal of the concrete foundation ) 
    ????? ???? ???? ??? ????? 1500 ?.?.? ( ???? ????? ??????? ????????? )",EA,SAR,Unit Rate,747.00,
309020802,Breakdown,????? ???? ???? ??? <= 1500 ?.?.? ?? ????? ???????,"Removal of pad mounted Transformer up to and including 1500 KVA , ( with removal of the concreate foundations )
????? ???? ???? ??? ????? 1500 ?.?.? ( ?? ????? ??????? ????????? )",EA,SAR,Unit Rate,1009.00,
309020803,Breakdown,????? ???? ???? ??? <= 1500 ?.?.? ???? ????? ???????,"Removal of Unit S/S Up to and including 1500 KVA , ( without removal of the concrete foundation ) 
????? ???? ???? ??? ????? 1500 ?.?.? ( ???? ????? ??????? ????????? )",EA,SAR,Unit Rate,918.00,
309020804,Breakdown,????? ???? ???? ??? <= 1500 ?.?.? ?? ????? ???????,"Removal of Unit S/S Up to and including 1500 KVA , ( with removal of the concrete foundation )
????? ???? ???? ??? ????? 1500 ?.?.? ( ?? ????? ??????? ????????? )",EA,SAR,Unit Rate,1390.00,
309020805,Breakdown,????? ???? ????? (?????) <= 1500 ?.?.? ???? ????? ???????,"Removal of Compact (Package) S/S up to and including 1500 KVA  , ( without removal of concrete foundation   
????? ???? ????? (?????) ??? ????? 1500 ?.?.? ( ???? ????? ??????? ????????? )",EA,SAR,Unit Rate,1134.00,
309020806,Breakdown,????? ???? ????? (?????) <= 1500 ?.?.? ?? ????? ??????? ,"Removal of Compact (Package) S/S up to and including 1500 KVA ,( with removal of concrete foundation )
????? ???? ????? (?????) ??? ????? 1500 ?.?.? ( ?? ????? ??????? ????????? )",EA,SAR,Unit Rate,1644.00,
309020807,Breakdown,????? ???? ?????(?????)??? 2500 ?.?.? ?.????? ???? ????? ???????,"Removal of Compact (Package) S/S, 2500 KVA, 33 /13.8 KV , ( without removal of concrete foundation )
 ????? ???? ????? (?????) ??? 2500 ?.?.???? 33 /13.8 ?.? ( ???? ????? ??????? ????????? )",EA,SAR,Unit Rate,1467.00,
309020808,Breakdown,????? ???? ?????(?????)??? 2500 ?.?.? ?.????? ?? ????? ???????,"Removal of Compact (Package) S/S, 2500 KVA, 33 /13.8 KV, ( with removal of concrete foundation )
????? ???? ????? (?????) ??? 2500 ?.?.???? 33 /13.8 ?.? ( ?? ????? ??????? ????????? )",EA,SAR,Unit Rate,2104.00,
309020900,Description,"
??? ??? ?????? ?? ??????? ?? ????? ???????? ????????? ??????? ???????","DISCONNECTION / REMOVAL / INSTALLATION OR  REPLACEMENT OF CABLES AND ACCESSORIES OF UG EQUIPMENT 
??? ??? ? ????? ?? ??????? ?? ????? ???????? ????????? ??????? ???????",,,,,
309020901,Breakdown, ??? ?? ????? ???? ?.????? ???? ?? ????/ ??? ?????? ?????? ????? ???????? ??????? ,"Disconnection / Connection of any size/type existing MV cable (with termination) to pad mounted equipment including replacement of ( ELBOW - BOOT ) if required
 ??? ?? ????? ???? ??? ????? ???? ?? ????/ ??? ?????? ?????? ????? ???????? ??????? ????? ??????? ???? ????? ??? ??????",EA,SAR,Unit Rate,192.00,
309020902,Breakdown, ????? / ??????? ???? ???? ??????/ ???? ???? ????? ????? ?????? ????? ????? ?? ?????? ??????? ,"Installation / replacement of any type Earth Fault Indicator ( EFI ) / Ameter gauge Indicator for existing UG equipment with all accessories
 ????? / ??????? ???? ???? ?????? ?? ???? ???? ????? ????? ?????? ?? ???  ????? ????? ?? ?????? ??????? ?? ???????",EA,SAR,Unit Rate,134.00,
309020903,Breakdown, ????? ?? ??????? ???? ??????/???? ?????/???? ????? ????? ?? ?????? ???????,"Installation / replacement of any type CT / VT / relay for an existing UG equipment with all accessories
  ????? / ??????? ???? ?????? ?? ???? ????? ?? ???? ?? ??? ????? ????? ?? ?????? ??????? ?? ???????  ",EA,SAR,Unit Rate,205.00,
309020904,Breakdown,??????? ????? ??? ????? ?????? ????? ???????,"Replacement of bus-bar connectors for MV Extensible Oil or SF6 switchgear
??????? ????? ????? ??? ????? ?????? ????? ?? ????? ??? ????? ????? ???????",EA,SAR,Unit Rate,275.00,
309020905,Breakdown,??????? ???? ?????? ??????,"Replacement of bushing for pad mounted transformer 
??????? ???? ?????? ??????",EA,SAR,Unit Rate,236.00,
309020906,Breakdown,??????? ????? ?.????? ?? ???? ????? ??????,"Replacement of  RMU Fuse
??????? ????? ??? ????? ?? ???? ????? ??????",EA,SAR,Unit Rate,117.00,
309020907,Breakdown, ??????? ????????? ?????? ????? ???? ????? ????? ?????? ?????????,"Replacement of battries for Earth Fault Indicator ( EFI ) and relays
 ??????? ????????? ?????? ????? ???? ????? ????? ?????? ?????????   ",EA,SAR,Unit Rate,89.00,
309020908,Breakdown,??????? ???? ?????? ??????? ?? ??????? ??????? ??????/???????? ,"Replacement of RTU for smart / motorized / automated RMU including disconnection / reconnection works
 ??????? ???? ?????? ??????? ?? ??????? ??????? ?????? / ???????? ????? ????? ????? ????????",EA,SAR,Unit Rate,275.00,
309020909,Breakdown,????? ???? ?????? ??????? ?? ??????? ??????? ??????/???????? ,"Removal of RTU for smart / motorized / automated RMU including disconnection / reconnection works
 ????? ???? ?????? ??????? ?? ??????? ??????? ?????? / ???????? ????? ????? ????? ????????",EA,SAR,Unit Rate,134.00,
